condition,drugName,rating_count,average_rating,cui
Binge Eating Disorde,Lisdexamfetamine,49,7.693877551,C1739826
Binge Eating Disorde,Lisdexamfetamine,49,7.693877551,C5191482
Binge Eating Disorde,Vyvanse,49,7.693877551,C1876807
Binge Eating Disorde,Vyvanse,49,7.693877551,C3241344
Binge Eating Disorde,Vyvanse,49,7.693877551,C3859815
Binge Eating Disorde,Fluoxetine,3,9.666666667,C0016365
Binge Eating Disorde,Fluoxetine,3,9.666666667,C0733380
Binge Eating Disorde,Fluoxetine,3,9.666666667,C1608551
Bipolar Disorde,Lamotrigine,549,8.262295082,C0064636
Bipolar Disorde,Lamotrigine,549,8.262295082,C0524166
Bipolar Disorde,Lamotrigine,549,8.262295082,C2701084
Bipolar Disorde,Quetiapine,396,7.118686869,C0123091
Bipolar Disorde,Quetiapine,396,7.118686869,C0724680
Bipolar Disorde,Quetiapine,396,7.118686869,C1997945
Bipolar Disorde,Lamictal,388,8.234536082,C0678180
Bipolar Disorde,Lamictal,388,8.234536082,C3229001
Bipolar Disorde,Lamictal,388,8.234536082,C0591698
Bipolar Disorde,Lurasidone,376,6.824468085,C2003424
Bipolar Disorde,Lurasidone,376,6.824468085,C2697950
Bipolar Disorde,Lurasidone,376,6.824468085,C5553916
Bipolar Disorde,Latuda,349,6.853868195,C2954611
Bipolar Disorde,Latuda,349,6.853868195,C3230201
Bipolar Disorde,Latuda,349,6.853868195,C2946969
Bipolar Disorde,Seroquel,244,6.971311475,C0287163
Bipolar Disorde,Seroquel,244,6.971311475,C1962503
Bipolar Disorde,Seroquel,244,6.971311475,C3234613
Bipolar Disorde,Aripiprazole,220,5.877272727,C0299792
Bipolar Disorde,Aripiprazole,220,5.877272727,C4056439
Bipolar Disorde,Aripiprazole,220,5.877272727,C5553917
Bipolar Disorde,Abilify,199,5.854271357,C1170019
Bipolar Disorde,Abilify,199,5.854271357,C3220191
Bipolar Disorde,Abilify,199,5.854271357,C3554917
Bipolar Disorde,Lithium,191,7.607329843,C0023870
Bipolar Disorde,Lithium,191,7.607329843,C0337452
Bipolar Disorde,Lithium,191,7.607329843,C3540800
Bipolar Disorde,Asenapine,179,7.206703911,C2000088
Bipolar Disorde,Asenapine,179,7.206703911,C2719618
Bipolar Disorde,Asenapine,179,7.206703911,C5553915
Bipolar Disorde,Saphris,168,7.339285714,C2719329
Bipolar Disorde,Saphris,168,7.339285714,C3239756
Bipolar Disorde,Saphris,168,7.339285714,C3239755
Bipolar Disorde,Ziprasidone,163,5.607361963,C0380393
Bipolar Disorde,Ziprasidone,163,5.607361963,C0380392
Bipolar Disorde,Ziprasidone,163,5.607361963,C1170754
Bipolar Disorde,Divalproex sodium,162,6.401234568,C0886883
Bipolar Disorde,Divalproex sodium,162,6.401234568,C2609633
Bipolar Disorde,Divalproex sodium,162,6.401234568,C2609634
Bipolar Disorde,Geodon,148,5.5,C0939698
Bipolar Disorde,Geodon,148,5.5,C3224623
Bipolar Disorde,Geodon,148,5.5,C0939141
Bipolar Disorde,Olanzapine,136,6.558823529,C0171023
Bipolar Disorde,Olanzapine,136,6.558823529,C2698647
Bipolar Disorde,Olanzapine,136,6.558823529,C1266674
Bipolar Disorde,Depakote,114,6.192982456,C0719751
Bipolar Disorde,Depakote,114,6.192982456,C0939309
Bipolar Disorde,Depakote,114,6.192982456,C0719752
Bipolar Disorde,Oxcarbazepine,100,8.13,C0069751
Bipolar Disorde,Oxcarbazepine,100,8.13,C3693189
Bipolar Disorde,Oxcarbazepine,100,8.13,C1247238
Bipolar Disorde,Risperidone,98,6.5,C0073393
Bipolar Disorde,Risperidone,98,6.5,C1266731
Bipolar Disorde,Risperidone,98,6.5,C0981711
Bipolar Disorde,Zyprexa,95,6.568421053,C0527258
Bipolar Disorde,Zyprexa,95,6.568421053,C0876225
Bipolar Disorde,Zyprexa,95,6.568421053,C3240425
Bipolar Disorde,Topiramate,88,7.534090909,C0076829
Bipolar Disorde,Topiramate,88,7.534090909,C0519827
Bipolar Disorde,Topiramate,88,7.534090909,C0693586
Bipolar Disorde,Gabapentin,84,8.392857143,C0060926
Bipolar Disorde,Gabapentin,84,8.392857143,C0484930
Bipolar Disorde,Gabapentin,84,8.392857143,C2700226
Bipolar Disorde,Carbamazepine,81,6.87654321,C0006949
Bipolar Disorde,Carbamazepine,81,6.87654321,C0006950
Bipolar Disorde,Carbamazepine,81,6.87654321,C0054640
Bipolar Disorde,Seroquel XR,80,7.4625,C1962503
Bipolar Disorde,Seroquel XR,80,7.4625,C1949286
Bipolar Disorde,Seroquel XR,80,7.4625,C1949282
Bipolar Disorde,Clonazepam,77,8.545454545,C0009011
Bipolar Disorde,Clonazepam,77,8.545454545,C0365723
Bipolar Disorde,Clonazepam,77,8.545454545,C0202361
Bipolar Disorde,Cariprazine,67,6.373134328,C2936870
Bipolar Disorde,Cariprazine,67,6.373134328,C4058574
Bipolar Disorde,Cariprazine,67,6.373134328,C5553909
Bipolar Disorde,Vraylar,63,6.444444444,C4056542
Bipolar Disorde,Vraylar,63,6.444444444,C4083977
Bipolar Disorde,Vraylar,63,6.444444444,C4056711
Bipolar Disorde,Risperdal,56,6.589285714,C0592071
Bipolar Disorde,Risperdal,56,6.589285714,C0733452
Bipolar Disorde,Risperdal,56,6.589285714,C1320098
Bipolar Disorde,Klonopin,52,8.538461538,C0699315
Bipolar Disorde,Klonopin,52,8.538461538,C3226181
Bipolar Disorde,Klonopin,52,8.538461538,C0306549
Bipolar Disorde,Venlafaxine,51,6.823529412,C0078569
Bipolar Disorde,Venlafaxine,51,6.823529412,C0771200
Bipolar Disorde,Venlafaxine,51,6.823529412,C1266786
Bipolar Disorde,Topamax,47,7.425531915,C0723778
Bipolar Disorde,Topamax,47,7.425531915,C3231903
Bipolar Disorde,Topamax,47,7.425531915,C0723779
Bipolar Disorde,Bupropion,41,6.902439024,C0085208
Bipolar Disorde,Bupropion,41,6.902439024,C0484898
Bipolar Disorde,Bupropion,41,6.902439024,C0700563
Bipolar Disorde,Tegretol,38,7.184210526,C0700087
Bipolar Disorde,Tegretol,38,7.184210526,C0592163
Bipolar Disorde,Tegretol,38,7.184210526,C3234706
Bipolar Disorde,Escitalopram,33,7.0,C1099456
Bipolar Disorde,Escitalopram,33,7.0,C1316867
Bipolar Disorde,Escitalopram,33,7.0,C1170746
Bipolar Disorde,Sertraline,32,7.28125,C0074393
Bipolar Disorde,Sertraline,32,7.28125,C0600526
Bipolar Disorde,Sertraline,32,7.28125,C0524265
Bipolar Disorde,Duloxetine,32,6.59375,C0245561
Bipolar Disorde,Duloxetine,32,6.59375,C1505020
Bipolar Disorde,Duloxetine,32,6.59375,C4752988
Bipolar Disorde,Fluoxetine / olanzapine,30,8.333333333,C1608551
Bipolar Disorde,Fluoxetine / olanzapine,30,8.333333333,C1961954
Bipolar Disorde,Fluoxetine / olanzapine,30,8.333333333,C1329938
Bipolar Disorde,Depakote ER,29,7.448275862,C0939309
Bipolar Disorde,Depakote ER,29,7.448275862,C0706355
Bipolar Disorde,Depakote ER,29,7.448275862,C0939655
Bipolar Disorde,Trileptal,28,8.357142857,C0876196
Bipolar Disorde,Trileptal,28,8.357142857,C0941811
Bipolar Disorde,Trileptal,28,8.357142857,C3237600
Bipolar Disorde,Symbyax,27,8.296296296,C1330549
Bipolar Disorde,Symbyax,27,8.296296296,C3239274
Bipolar Disorde,Symbyax,27,8.296296296,C1961954
Bipolar Disorde,Lexapro,25,7.28,C1170371
Bipolar Disorde,Lexapro,25,7.28,C1099456
Bipolar Disorde,Lexapro,25,7.28,C3239916
Bipolar Disorde,Cymbalta,22,7.0,C1505021
Bipolar Disorde,Cymbalta,22,7.0,C3228463
Bipolar Disorde,Cymbalta,22,7.0,C3228462
Bipolar Disorde,Paliperidone,18,6.666666667,C0753678
Bipolar Disorde,Paliperidone,18,6.666666667,C2719626
Bipolar Disorde,Paliperidone,18,6.666666667,C4058551
Bipolar Disorde,Effexor,15,8.266666667,C0591437
Bipolar Disorde,Effexor,15,8.266666667,C0595028
Bipolar Disorde,Effexor,15,8.266666667,C3227261
Bipolar Disorde,Effexor XR,15,6.866666667,C0595028
Bipolar Disorde,Effexor XR,15,6.866666667,C0716074
Bipolar Disorde,Effexor XR,15,6.866666667,C0716080
Bipolar Disorde,Lithobid,14,7.071428571,C0700751
Bipolar Disorde,Lithobid,14,7.071428571,C3232486
Bipolar Disorde,Lithobid,14,7.071428571,C0306649
Bipolar Disorde,Armodafinil,12,9.333333333,C1701455
Bipolar Disorde,Armodafinil,12,9.333333333,C1961875
Bipolar Disorde,Armodafinil,12,9.333333333,C1961880
Bipolar Disorde,Valproic acid,12,5.833333333,C0042291
Bipolar Disorde,Valproic acid,12,5.833333333,C0202495
Bipolar Disorde,Valproic acid,12,5.833333333,C0589471
Bipolar Disorde,Zoloft,11,7.363636364,C0284660
Bipolar Disorde,Zoloft,11,7.363636364,C5442087
Bipolar Disorde,Zoloft,11,7.363636364,C3241900
Bipolar Disorde,Desvenlafaxine,11,7.090909091,C1880288
Bipolar Disorde,Desvenlafaxine,11,7.090909091,C1742884
Bipolar Disorde,Desvenlafaxine,11,7.090909091,C4553828
Bipolar Disorde,Nuvigil,9,9.444444444,C1871544
Bipolar Disorde,Nuvigil,9,9.444444444,C3233271
Bipolar Disorde,Nuvigil,9,9.444444444,C2364594
Bipolar Disorde,Iloperidone,9,8.555555556,C0247194
Bipolar Disorde,Iloperidone,9,8.555555556,C5553001
Bipolar Disorde,Iloperidone,9,8.555555556,C2684250
Bipolar Disorde,Epitol,9,7.888888889,C0700667
Bipolar Disorde,Epitol,9,7.888888889,C3221815
Bipolar Disorde,Epitol,9,7.888888889,C0714192
Bipolar Disorde,Wellbutrin,9,6.0,C0085934
Bipolar Disorde,Wellbutrin,9,6.0,C0724393
Bipolar Disorde,Wellbutrin,9,6.0,C1330606
Bipolar Disorde,Citalopram,8,7.75,C0008845
Bipolar Disorde,Citalopram,8,7.75,C1369503
Bipolar Disorde,Citalopram,8,7.75,C0724555
Bipolar Disorde,Neurontin,8,7.75,C0678176
Bipolar Disorde,Neurontin,8,7.75,C3236121
Bipolar Disorde,Neurontin,8,7.75,C0355710
Bipolar Disorde,Pristiq,7,7.571428571,C1871864
Bipolar Disorde,Pristiq,7,7.571428571,C3232813
Bipolar Disorde,Pristiq,7,7.571428571,C3232812
Bipolar Disorde,Perphenazine,7,7.285714286,C0031184
Bipolar Disorde,Perphenazine,7,7.285714286,C0524232
Bipolar Disorde,Perphenazine,7,7.285714286,C0568554
Bipolar Disorde,Invega,7,6.285714286,C1828935
Bipolar Disorde,Invega,7,6.285714286,C2722404
Bipolar Disorde,Invega,7,6.285714286,C3227485
Bipolar Disorde,Zyprexa Zydis,6,8.166666667,C0876225
Bipolar Disorde,Zyprexa Zydis,6,8.166666667,C1169524
Bipolar Disorde,Zyprexa Zydis,6,8.166666667,C1169525
Bipolar Disorde,Levetiracetam,6,7.166666667,C0377265
Bipolar Disorde,Levetiracetam,6,7.166666667,C3693636
Bipolar Disorde,Levetiracetam,6,7.166666667,C1953860
Bipolar Disorde,Eskalith,5,9.2,C0700753
Bipolar Disorde,Eskalith,5,9.2,C0306119
Bipolar Disorde,Eskalith,5,9.2,C0306120
Bipolar Disorde,Clonidine,5,7.0,C0009014
Bipolar Disorde,Clonidine,5,7.0,C0546860
Bipolar Disorde,Clonidine,5,7.0,C0274741
Bipolar Disorde,Tegretol XR,4,6.5,C0592163
Bipolar Disorde,Tegretol XR,4,6.5,C0975245
Bipolar Disorde,Tegretol XR,4,6.5,C0975247
Bipolar Disorde,Equetro,4,5.0,C1614653
Bipolar Disorde,Equetro,4,5.0,C3222415
Bipolar Disorde,Equetro,4,5.0,C3222414
Bipolar Disorde,Klonopin Wafer,3,10.0,C1330369
Bipolar Disorde,Lamictal ODT,3,9.0,C2710073
Bipolar Disorde,Lamictal ODT,3,9.0,C2684353
Bipolar Disorde,Lamictal ODT,3,9.0,C2684350
Bipolar Disorde,Wellbutrin XL,3,8.333333333,C1330606
Bipolar Disorde,Wellbutrin XL,3,8.333333333,C1329854
Bipolar Disorde,Wellbutrin XL,3,8.333333333,C1329853
Bipolar Disorde,Catapres,3,5.666666667,C0699881
Bipolar Disorde,Catapres,3,5.666666667,C3230342
Bipolar Disorde,Catapres,3,5.666666667,C0305564
Bipolar Disorde,Eskalith-CR,2,10.0,C0720278
Bipolar Disorde,Eskalith-CR,2,10.0,C0306118
Bipolar Disorde,Budeprion XL,2,7.0,C1828815
Bipolar Disorde,Keppra,2,7.0,C0876060
Bipolar Disorde,Keppra,2,7.0,C3224188
Bipolar Disorde,Keppra,2,7.0,C2370035
Bipolar Disorde,Trilafon,2,6.5,C0699490
Bipolar Disorde,Trilafon,2,6.5,C0307936
Bipolar Disorde,Trilafon,2,6.5,C1242730
Bipolar Disorde,Fanapt,2,5.5,C2701270
Bipolar Disorde,Fanapt,2,5.5,C2684251
Bipolar Disorde,Fanapt,2,5.5,C3228696
Bipolar Disorde,Risperdal M-Tab,2,5.5,C1330511
Bipolar Disorde,Depakene,2,5.0,C0700661
Bipolar Disorde,Depakene,2,5.0,C0305851
Bipolar Disorde,Depakene,2,5.0,C0305850
Bipolar Disorde,Wellbutrin SR,2,5.0,C0724393
Bipolar Disorde,Wellbutrin SR,2,5.0,C1812857
Bipolar Disorde,Wellbutrin SR,2,5.0,C1812858
Bipolar Disorde,Risperdal Consta,2,4.0,C1320098
Bipolar Disorde,Risperdal Consta,2,4.0,C1320099
Bipolar Disorde,Risperdal Consta,2,4.0,C1320101
Borderline Personality Disorde,Quetiapine,62,7.467741935,C0123091
Borderline Personality Disorde,Quetiapine,62,7.467741935,C0724680
Borderline Personality Disorde,Quetiapine,62,7.467741935,C1997945
Borderline Personality Disorde,Lamotrigine,22,8.727272727,C0064636
Borderline Personality Disorde,Lamotrigine,22,8.727272727,C0524166
Borderline Personality Disorde,Lamotrigine,22,8.727272727,C2701084
Borderline Personality Disorde,Olanzapine,17,7.352941176,C0171023
Borderline Personality Disorde,Olanzapine,17,7.352941176,C2698647
Borderline Personality Disorde,Olanzapine,17,7.352941176,C1266674
Borderline Personality Disorde,Seroquel,13,7.461538462,C0287163
Borderline Personality Disorde,Seroquel,13,7.461538462,C1962503
Borderline Personality Disorde,Seroquel,13,7.461538462,C3234613
Borderline Personality Disorde,Aripiprazole,11,7.272727273,C0299792
Borderline Personality Disorde,Aripiprazole,11,7.272727273,C4056439
Borderline Personality Disorde,Aripiprazole,11,7.272727273,C5553917
Borderline Personality Disorde,Risperidone,10,5.9,C0073393
Borderline Personality Disorde,Risperidone,10,5.9,C1266731
Borderline Personality Disorde,Risperidone,10,5.9,C0981711
Borderline Personality Disorde,Lurasidone,7,8.142857143,C2003424
Borderline Personality Disorde,Lurasidone,7,8.142857143,C2697950
Borderline Personality Disorde,Lurasidone,7,8.142857143,C5553916
Borderline Personality Disorde,Risperdal,5,8.6,C0592071
Borderline Personality Disorde,Risperdal,5,8.6,C0733452
Borderline Personality Disorde,Risperdal,5,8.6,C1320098
Borderline Personality Disorde,Sertraline,5,6.2,C0074393
Borderline Personality Disorde,Sertraline,5,6.2,C0600526
Borderline Personality Disorde,Sertraline,5,6.2,C0524265
Borderline Personality Disorde,Topiramate,5,6.2,C0076829
Borderline Personality Disorde,Topiramate,5,6.2,C0519827
Borderline Personality Disorde,Topiramate,5,6.2,C0693586
Borderline Personality Disorde,Abilify,4,8.75,C1170019
Borderline Personality Disorde,Abilify,4,8.75,C3220191
Borderline Personality Disorde,Abilify,4,8.75,C3554917
Borderline Personality Disorde,Lithium,4,4.5,C0023870
Borderline Personality Disorde,Lithium,4,4.5,C0337452
Borderline Personality Disorde,Lithium,4,4.5,C3540800
Borderline Personality Disorde,Fluoxetine,3,9.0,C0016365
Borderline Personality Disorde,Fluoxetine,3,9.0,C0733380
Borderline Personality Disorde,Fluoxetine,3,9.0,C1608551
Borderline Personality Disorde,Latuda,3,8.666666667,C2954611
Borderline Personality Disorde,Latuda,3,8.666666667,C3230201
Borderline Personality Disorde,Latuda,3,8.666666667,C2946969
Borderline Personality Disorde,Escitalopram,3,8.333333333,C1099456
Borderline Personality Disorde,Escitalopram,3,8.333333333,C1316867
Borderline Personality Disorde,Escitalopram,3,8.333333333,C1170746
Borderline Personality Disorde,Oxcarbazepine,3,8.333333333,C0069751
Borderline Personality Disorde,Oxcarbazepine,3,8.333333333,C3693189
Borderline Personality Disorde,Oxcarbazepine,3,8.333333333,C1247238
Borderline Personality Disorde,Clozapine,3,7.333333333,C0009079
Borderline Personality Disorde,Clozapine,3,7.333333333,C3666182
Borderline Personality Disorde,Clozapine,3,7.333333333,C0524086
Borderline Personality Disorde,Buspirone,3,4.333333333,C0006462
Borderline Personality Disorde,Buspirone,3,4.333333333,C0700444
Borderline Personality Disorde,Buspirone,3,4.333333333,C0573025
Borderline Personality Disorde,Clonazepam,2,9.0,C0009011
Borderline Personality Disorde,Clonazepam,2,9.0,C0365723
Borderline Personality Disorde,Clonazepam,2,9.0,C0202361
Borderline Personality Disorde,L-methylfolate,2,9.0,C2939773
Borderline Personality Disorde,L-methylfolate,2,9.0,C1365943
Borderline Personality Disorde,L-methylfolate,2,9.0,C3651248
Borderline Personality Disorde,Asenapine,2,8.0,C2000088
Borderline Personality Disorde,Asenapine,2,8.0,C2719618
Borderline Personality Disorde,Asenapine,2,8.0,C5553915
Borderline Personality Disorde,Zyprexa Zydis,2,5.5,C0876225
Borderline Personality Disorde,Zyprexa Zydis,2,5.5,C1169524
Borderline Personality Disorde,Zyprexa Zydis,2,5.5,C1169525
Borderline Personality Disorde,Carbamazepine,2,5.0,C0006949
Borderline Personality Disorde,Carbamazepine,2,5.0,C0006950
Borderline Personality Disorde,Carbamazepine,2,5.0,C0054640
Borderline Personality Disorde,Citalopram,2,4.5,C0008845
Borderline Personality Disorde,Citalopram,2,4.5,C1369503
Borderline Personality Disorde,Citalopram,2,4.5,C0724555
Bulimia,Fluoxetine,33,8.424242424,C0016365
Bulimia,Fluoxetine,33,8.424242424,C0733380
Bulimia,Fluoxetine,33,8.424242424,C1608551
Bulimia,Prozac,21,8.0,C0162373
Bulimia,Prozac,21,8.0,C2920365
Bulimia,Prozac,21,8.0,C3236322
Bulimia,Topiramate,10,7.1,C0076829
Bulimia,Topiramate,10,7.1,C0519827
Bulimia,Topiramate,10,7.1,C0693586
Bulimia,Topamax,7,6.857142857,C0723778
Bulimia,Topamax,7,6.857142857,C3231903
Bulimia,Topamax,7,6.857142857,C0723779
Bulimia,Venlafaxine,2,8.5,C0078569
Bulimia,Venlafaxine,2,8.5,C0771200
Bulimia,Venlafaxine,2,8.5,C1266786
Chronic Fatigue Syndrome,Armodafinil,32,7.625,C1701455
Chronic Fatigue Syndrome,Armodafinil,32,7.625,C1961875
Chronic Fatigue Syndrome,Armodafinil,32,7.625,C1961880
Chronic Fatigue Syndrome,Modafinil,28,7.0,C0066677
Chronic Fatigue Syndrome,Modafinil,28,7.0,C1701455
Chronic Fatigue Syndrome,Modafinil,28,7.0,C0874353
Chronic Fatigue Syndrome,Nuvigil,27,7.62962963,C1871544
Chronic Fatigue Syndrome,Nuvigil,27,7.62962963,C3233271
Chronic Fatigue Syndrome,Nuvigil,27,7.62962963,C2364594
Chronic Fatigue Syndrome,Lisdexamfetamine,7,9.714285714,C1873633
Chronic Fatigue Syndrome,Lisdexamfetamine,7,9.714285714,C1739826
Chronic Fatigue Syndrome,Lisdexamfetamine,7,9.714285714,C5191482
Chronic Fatigue Syndrome,Provigil,6,7.333333333,C0722882
Chronic Fatigue Syndrome,Provigil,6,7.333333333,C3236315
Chronic Fatigue Syndrome,Provigil,6,7.333333333,C0731744
Chronic Fatigue Syndrome,Cymbalta,5,4.8,C1505021
Chronic Fatigue Syndrome,Cymbalta,5,4.8,C3228463
Chronic Fatigue Syndrome,Cymbalta,5,4.8,C3228462
Chronic Fatigue Syndrome,Duloxetine,5,4.8,C0245561
Chronic Fatigue Syndrome,Duloxetine,5,4.8,C1505020
Chronic Fatigue Syndrome,Duloxetine,5,4.8,C4752988
Chronic Fatigue Syndrome,Amantadine,3,9.333333333,C0002403
Chronic Fatigue Syndrome,Amantadine,3,9.333333333,C0936072
Chronic Fatigue Syndrome,Amantadine,3,9.333333333,C0002404
Chronic Fatigue Syndrome,Vyvanse,2,10.0,C1876807
Chronic Fatigue Syndrome,Vyvanse,2,10.0,C3241344
Chronic Fatigue Syndrome,Vyvanse,2,10.0,C3859815
Depression,Bupropion,747,7.386880857,C0085208
Depression,Bupropion,747,7.386880857,C0484898
Depression,Bupropion,747,7.386880857,C0700563
Depression,Sertraline,663,7.140271493,C0074393
Depression,Sertraline,663,7.140271493,C0600526
Depression,Sertraline,663,7.140271493,C0524265
Depression,Venlafaxine,574,6.540069686,C0078569
Depression,Venlafaxine,574,6.540069686,C0771200
Depression,Venlafaxine,574,6.540069686,C1266786
Depression,Desvenlafaxine,573,7.164048866,C1880288
Depression,Desvenlafaxine,573,7.164048866,C1742884
Depression,Desvenlafaxine,573,7.164048866,C4553828
Depression,Pristiq,554,7.205776173,C1871864
Depression,Pristiq,554,7.205776173,C3232813
Depression,Pristiq,554,7.205776173,C3232812
Depression,Escitalopram,515,7.559223301,C1099456
Depression,Escitalopram,515,7.559223301,C1316867
Depression,Escitalopram,515,7.559223301,C1170746
Depression,Citalopram,513,7.471734893,C0008845
Depression,Citalopram,513,7.471734893,C1369503
Depression,Citalopram,513,7.471734893,C0724555
Depression,Vortioxetine,458,5.934497817,C3661282
Depression,Vortioxetine,458,5.934497817,C3667607
Depression,Vortioxetine,458,5.934497817,C3692165
Depression,Duloxetine,437,6.489702517,C0245561
Depression,Duloxetine,437,6.489702517,C1505020
Depression,Duloxetine,437,6.489702517,C4752988
Depression,Cymbalta,411,6.489051095,C1505021
Depression,Cymbalta,411,6.489051095,C3228463
Depression,Cymbalta,411,6.489051095,C3228462
Depression,Lexapro,408,7.620098039,C1170371
Depression,Lexapro,408,7.620098039,C1099456
Depression,Lexapro,408,7.620098039,C3239916
Depression,Vilazodone,407,6.572481572,C1530072
Depression,Vilazodone,407,6.572481572,C2962546
Depression,Vilazodone,407,6.572481572,C4755185
Depression,Viibryd,397,6.571788413,C2962550
Depression,Viibryd,397,6.571788413,C3240353
Depression,Viibryd,397,6.571788413,C2980569
Depression,Fluoxetine,391,7.265984655,C0016365
Depression,Fluoxetine,391,7.265984655,C0733380
Depression,Fluoxetine,391,7.265984655,C1608551
Depression,Zoloft,386,7.18134715,C0284660
Depression,Zoloft,386,7.18134715,C5442087
Depression,Zoloft,386,7.18134715,C3241900
Depression,Wellbutrin,322,7.347826087,C0085934
Depression,Wellbutrin,322,7.347826087,C0724393
Depression,Wellbutrin,322,7.347826087,C1330606
Depression,Trintellix,304,6.059210526,C4087086
Depression,Trintellix,304,6.059210526,C4238275
Depression,Trintellix,304,6.059210526,C4238280
Depression,Celexa,299,7.37458194,C0719199
Depression,Celexa,299,7.37458194,C3220444
Depression,Celexa,299,7.37458194,C0716373
Depression,Mirtazapine,280,7.339285714,C0049506
Depression,Mirtazapine,280,7.339285714,C0981596
Depression,Mirtazapine,280,7.339285714,C2828218
Depression,Prozac,271,7.258302583,C0162373
Depression,Prozac,271,7.258302583,C2920365
Depression,Prozac,271,7.258302583,C3236322
Depression,Effexor,259,5.783783784,C0591437
Depression,Effexor,259,5.783783784,C0595028
Depression,Effexor,259,5.783783784,C3227261
Depression,Aripiprazole,202,6.881188119,C0299792
Depression,Aripiprazole,202,6.881188119,C4056439
Depression,Aripiprazole,202,6.881188119,C5553917
Depression,Abilify,194,6.845360825,C1170019
Depression,Abilify,194,6.845360825,C3220191
Depression,Abilify,194,6.845360825,C3554917
Depression,Effexor XR,189,7.328042328,C0595028
Depression,Effexor XR,189,7.328042328,C0716074
Depression,Effexor XR,189,7.328042328,C0716080
Depression,Paroxetine,186,6.827956989,C0070122
Depression,Paroxetine,186,6.827956989,C0771019
Depression,Paroxetine,186,6.827956989,C1365510
Depression,Wellbutrin XL,184,7.782608696,C1330606
Depression,Wellbutrin XL,184,7.782608696,C1329854
Depression,Wellbutrin XL,184,7.782608696,C1329853
Depression,Paxil,136,6.816176471,C0376414
Depression,Paxil,136,6.816176471,C0876119
Depression,Paxil,136,6.816176471,C3236755
Depression,Quetiapine,109,7.073394495,C0123091
Depression,Quetiapine,109,7.073394495,C0724680
Depression,Quetiapine,109,7.073394495,C1997945
Depression,Remeron,95,7.589473684,C0525726
Depression,Remeron,95,7.589473684,C5441678
Depression,Remeron,95,7.589473684,C0939464
Depression,Alprazolam,82,9.146341463,C0002333
Depression,Alprazolam,82,9.146341463,C0482776
Depression,Alprazolam,82,9.146341463,C0974159
Depression,L-methylfolate,80,7.8875,C2939773
Depression,L-methylfolate,80,7.8875,C1365943
Depression,L-methylfolate,80,7.8875,C3651248
Depression,Tramadol,75,9.413333333,C0040610
Depression,Tramadol,75,9.413333333,C1266765
Depression,Tramadol,75,9.413333333,C2350089
Depression,Trazodone,74,7.27027027,C0040805
Depression,Trazodone,74,7.27027027,C0282369
Depression,Trazodone,74,7.27027027,C0572833
Depression,Wellbutrin SR,71,6.788732394,C0724393
Depression,Wellbutrin SR,71,6.788732394,C1812857
Depression,Wellbutrin SR,71,6.788732394,C1812858
Depression,Lamotrigine,65,8.0,C0064636
Depression,Lamotrigine,65,8.0,C0524166
Depression,Lamotrigine,65,8.0,C2701084
Depression,Levomilnacipran,65,4.784615385,C3541367
Depression,Levomilnacipran,65,4.784615385,C3663521
Depression,Levomilnacipran,65,4.784615385,C3663525
Depression,Xanax,64,9.171875,C0699034
Depression,Xanax,64,9.171875,C3240057
Depression,Xanax,64,9.171875,C1330607
Depression,Olanzapine,64,6.046875,C0171023
Depression,Olanzapine,64,6.046875,C2698647
Depression,Olanzapine,64,6.046875,C1266674
Depression,Deplin,61,7.508196721,C1693359
Depression,Deplin,61,7.508196721,C3537924
Depression,Deplin,61,7.508196721,C3537986
Depression,Fetzima,57,4.666666667,C3663527
Depression,Fetzima,57,4.666666667,C3663549
Depression,Fetzima,57,4.666666667,C3663531
Depression,Tranylcypromine,54,8.518518519,C0040778
Depression,Tranylcypromine,54,8.518518519,C0304369
Depression,Tranylcypromine,54,8.518518519,C0524287
Depression,St. john's wort,51,8.666666667,C0813171
Depression,St. john's wort,51,8.666666667,C1572487
Depression,St. john's wort,51,8.666666667,C1177196
Depression,Amitriptyline,51,8.490196078,C0002600
Depression,Amitriptyline,51,8.490196078,C0700523
Depression,Amitriptyline,51,8.490196078,C0202316
Depression,Parnate,46,8.913043478,C0701426
Depression,Parnate,46,8.913043478,C3236223
Depression,Parnate,46,8.913043478,C1243265
Depression,Seroquel XR,43,7.441860465,C1962503
Depression,Seroquel XR,43,7.441860465,C1949286
Depression,Seroquel XR,43,7.441860465,C1949282
Depression,Modafinil,36,8.361111111,C0066677
Depression,Modafinil,36,8.361111111,C1701455
Depression,Modafinil,36,8.361111111,C0874353
Depression,Phenelzine,36,8.305555556,C0031392
Depression,Phenelzine,36,8.305555556,C0031393
Depression,Phenelzine,36,8.305555556,C0568236
Depression,Zyprexa,36,6.111111111,C0527258
Depression,Zyprexa,36,6.111111111,C0876225
Depression,Zyprexa,36,6.111111111,C3240425
Depression,Nardil,33,8.424242424,C0701388
Depression,Nardil,33,8.424242424,C0031392
Depression,Nardil,33,8.424242424,C3233198
Depression,Methylphenidate,32,9.0,C0025810
Depression,Methylphenidate,32,9.0,C0524188
Depression,Methylphenidate,32,9.0,C0700545
Depression,Selegiline,26,8.461538462,C0036579
Depression,Selegiline,26,8.461538462,C0700467
Depression,Selegiline,26,8.461538462,C0568594
Depression,Seroquel,26,7.230769231,C0287163
Depression,Seroquel,26,7.230769231,C1962503
