subject_cui;subject_name;predicate;object_cui;object_name;frequency
C0015111;Ethylnitrosourea;AUGMENTS;C0026882;Mutation;33
C0013227;Pharmaceutical Preparations;AUGMENTS;C0005775;Blood Circulation;28
C0002503;Aminacrine;AUGMENTS;C0079866;Mutagenesis;6
C0034392;Quercetin;AUGMENTS;C0596402;cytotoxicity;15
C0025219;Melatonin;AUGMENTS;C1160534;ripening;9
C0002006;Aldosterone;AUGMENTS;C0031164;Permeability;12
C0028158;Nitrogen;AUGMENTS;C0018270;Growth;98
C0013227;Pharmaceutical Preparations;AUGMENTS;C1155937;smooth muscle contraction;9
C0083956;Polycomb;AUGMENTS;C0035143;Repression;9
C0041942;Urea;AUGMENTS;C0018270;Growth;17
C0041004;Triglycerides;AUGMENTS;C0920563;insulin sensitivity;13
C0041942;Urea;AUGMENTS;C1149785;urease activity;10
2305;FOXM1;AUGMENTS;C0040649;Transcription, Genetic;18
C0007004;Carbohydrates;AUGMENTS;C0031764;Photosynthesis;7
C0242209;Sugars;AUGMENTS;C0031764;Photosynthesis;7
C0013227;Pharmaceutical Preparations;AUGMENTS;C0428776;Cardiac index;33
C0012854;DNA;AUGMENTS;C0005767;Blood;26
C0917705;alpha-Actinin;AUGMENTS;C0312842;Monocyte production;6
C0042679;Vincristine;AUGMENTS;C0162638;Apoptosis;17
C0031676;Phospholipids;AUGMENTS;C0031164;Permeability;14
C0217038;L 012;AUGMENTS;C0162524;Chemiluminescence;10
C0972232|26291;fibroblast growth factor 21|FGF21;AUGMENTS;C0014272;Energy Metabolism;17
C0087071;Telomerase;AUGMENTS;C0596263;Carcinogenesis;6
C0080222|7040;TGFB1 protein, human|TGFB1;AUGMENTS;C1140999;Contraction;24
C0010124;Corticosterone;AUGMENTS;C0001807;Aggressive behavior;6
C0028928;Oleic Acid;AUGMENTS;C0018270;Growth;12
C0079189;cytokine;AUGMENTS;C0028246;Nociceptors;7
C1336014;Small RNA;AUGMENTS;C0007634;Cells;10
C1367731|5599;MAPK8 gene|MAPK8;AUGMENTS;C0007608;cell motility;10
C1384115;Nitrite;AUGMENTS;C0232338;Blood flow;6
C0017968;Glycoproteins;AUGMENTS;C0007577;Cell Adhesion;16
C0021756;Interleukin-2;AUGMENTS;C0025260;Memory;7
C0011854;Diabetes Mellitus, Insulin-Dependent;AUGMENTS;C0012634;Disease;12
C1527392;Immunomodulators;AUGMENTS;C0011306;Dendritic Cells;6
C1527392;Immunomodulators;AUGMENTS;C0022688;Natural Killer Cells;15
C1527392;Immunomodulators;AUGMENTS;C0039194;T-Lymphocyte;14
C0527443|650;bone morphogenetic protein 2|BMP2;AUGMENTS;C0029433;Osteogenesis;45
C0597357;receptor;AUGMENTS;C0086168;Dissociation;6
C0003320;Antigens;AUGMENTS;C0006826;Malignant Neoplasms;9
C0242402;Opioids;AUGMENTS;C0678889;Immunoregulation;9
C0003009;Angiotensin II;AUGMENTS;C0018787;Heart;97
C1510800;Adenovirus Vector;AUGMENTS;C0039194;T-Lymphocyte;13
C0037663;Somatotropin;AUGMENTS;C0025260;Memory;8
C0008203;Chlorides;AUGMENTS;C0025251;Membrane Potentials;7
C0014442;Enzymes;AUGMENTS;C0012634;Disease;17
C0022023;Ions;AUGMENTS;C0596402;cytotoxicity;12
C0032821;Potassium;AUGMENTS;C0687133;Drug Interactions;17
C0001443;Adenosine;AUGMENTS;C0232338;Blood flow;158
C0010467;Curcumin;AUGMENTS;C1515844;AKT Signaling Pathway;7
C0022180;Isoflurane;AUGMENTS;C0031715;Phosphorylation;12
C0000097;1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine;AUGMENTS;C1512035;Dopaminergic Cell;15
C0054549;calyculin A;AUGMENTS;C0031715;Phosphorylation;34
C0025617;Methane;AUGMENTS;C0018270;Growth;8
C0243192;agonists;AUGMENTS;C0521119;Extracellular;7
C0282554;chemokine;AUGMENTS;C0007608;cell motility;40
C0285890;alpha-Synuclein;AUGMENTS;C0027746;Nerve Degeneration;13
C0162429;Malnutrition;AUGMENTS;C0028754;Obesity;22
22914;KLRK1;AUGMENTS;C0596402;cytotoxicity;27
C0016564;Formaldehyde;AUGMENTS;C0596290;Cell Proliferation;7
C1335837|6513;SLC2A1 gene|SLC2A1;AUGMENTS;C0242184;Hypoxia;6
C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;AUGMENTS;C0042396;Vascular constriction (function);29
C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;AUGMENTS;C0232338;Blood flow;7
C0037498;Sodium Cyanide;AUGMENTS;C0008010;Chemoreceptors;13
C0038836;Superoxides;AUGMENTS;C0008018;Chemotaxis;14
C0010467;Curcumin;AUGMENTS;C0162493;Transcriptional Activation;10
C0016026;Fibroblast Growth Factor;AUGMENTS;C0085103;Neurites;10
C0030054;Oxygen;AUGMENTS;C0042817;Visual Cortex;8
C0042210;Vaccines;AUGMENTS;C0012634;Disease;34
C1101610;MicroRNAs;AUGMENTS;C1257975;Mesenchymal Stem Cells;12
C0022471;Kainic Acid;AUGMENTS;C0023775;Lipid Peroxidation;10
C0972232;fibroblast growth factor 21;AUGMENTS;C0599781;glucose uptake;7
C0030015;Oxides;AUGMENTS;C0007634;Cells;12
C0072108;Proliferating Cell Nuclear Antigen;AUGMENTS;C0162638;Apoptosis;16
C1334043;Homologous Gene;AUGMENTS;C0018270;Growth;21
C0010132;Corticotropin-Releasing Hormone;AUGMENTS;C0009368;Colon;15
C0025598;Metformin;AUGMENTS;C0007620;Cell Survival;9
C1171892|7422;VEGF protein, human|VEGFA;AUGMENTS;C0006104;Brain;19
C0079189;cytokine;AUGMENTS;C1167395;host;9
C0016601;Forskolin;AUGMENTS;C0023796;Lipolysis;49
C0005390;Bile Acids;AUGMENTS;C0227525;Hepatocyte;21
C0004153;Atherosclerosis;AUGMENTS;C0011849;Diabetes Mellitus;6
C0020281;Hydrogen Peroxide;AUGMENTS;C0031308;Phagocytosis;12
C0301818;Steroid hormone;AUGMENTS;C0040649;Transcription, Genetic;23
C0017337;Genes;AUGMENTS;C1166614;bud;12
C0020231;Hydrazine;AUGMENTS;C0016315;Fluorescence;7
C0040690;Transforming Growth Factor beta;AUGMENTS;C1523748;Hedgehog signaling complex location;22
C0008328;Cholecystokinin;AUGMENTS;C0036239;Satiation;93
C0013030;Dopamine;AUGMENTS;C0234112;Facilitation;22
C0066772;lysophosphatidic acid;AUGMENTS;C0015283;Exocytosis;11
C0035668;RNA;AUGMENTS;C0016315;Fluorescence;41
C0023779;Lipids;AUGMENTS;C0026845;Muscle;15
C0039654;Tetradecanoylphorbol Acetate;AUGMENTS;C0022567;keratinocyte;18
C0120285;Green Fluorescent Proteins;AUGMENTS;C0016315;Fluorescence;17
C0010803;Cytokeratin;AUGMENTS;C0007577;Cell Adhesion;6
C0016042;Fibroins;AUGMENTS;C0007577;Cell Adhesion;6
C1519595;Transcript;AUGMENTS;C0021311;Infection;18
C0012854;DNA;AUGMENTS;C1158530;Base Excision Repair;6
C0299583|3952;Leptin|LEP;AUGMENTS;C0242606;Oxidative Stress;8
C0035696;RNA, Messenger;AUGMENTS;C0040711;Translation, Genetic;97
C0013328;Chlorpyrifos;AUGMENTS;C0007587;Cell Death;13
C0001455;Cyclic AMP;AUGMENTS;C0042401;Vasodilation;11
C0028754;Obesity;AUGMENTS;C0011847;Diabetes;43
C0085139;Kinesin;AUGMENTS;C0004462;Axonal Transport;7
C1333647;Functional RNA;AUGMENTS;C0004268;Attention;35
C0028040;Nicotine;AUGMENTS;C0018270;Growth;48
C0060888;fusicoccin;AUGMENTS;C1522821;acidification;7
C1443643;Proteasome inhibitor;AUGMENTS;C1167059;aggresome;6
C1332712|960;CD44 gene|CD44;AUGMENTS;C0027651;Neoplasm;8
C0000843;Abscisic Acid;AUGMENTS;C0017262;Gene Expression;42
C0282554;chemokine;AUGMENTS;C0596290;Cell Proliferation;7
22914;KLRK1;AUGMENTS;C1260960;Cytolysis;9
C0014912;Estradiol;AUGMENTS;C0178587;density;14
C0011185;dehydroepiandrosterone;AUGMENTS;C0029939;Ovary;8
C0085301|2353;Proto-Oncogene Proteins c-fos|FOS;AUGMENTS;C1148673;DNA Binding;8
C0040690;Transforming Growth Factor beta;AUGMENTS;C0007634;Cells;25
C0001962;Ethanol;AUGMENTS;C0005767;Blood;15
C0061928;GTPase-Activating Proteins;AUGMENTS;C0243144;uptake;16
C0014912;Estradiol;AUGMENTS;C0086982;Signal Transduction Pathways;15
C0017725;Glucose;AUGMENTS;C0023796;Lipolysis;32
C0003241;Antibodies;AUGMENTS;C0029433;Osteogenesis;36
C0079189;cytokine;AUGMENTS;C0040649;Transcription, Genetic;97
C0058129;dihydroxyacetone sulfate;AUGMENTS;C0023884;Liver;6
C0074725;sodium bisulfide;AUGMENTS;C0162638;Apoptosis;9
23645;PPP1R15A;AUGMENTS;C0162638;Apoptosis;6
C0299583|3952;Leptin|LEP;AUGMENTS;C0428886;Mean blood pressure;9
C0042010;Uridine Triphosphate;AUGMENTS;C0042396;Vascular constriction (function);17
C0086983;Silicates;AUGMENTS;C0029433;Osteogenesis;7
C0021747;Interferons;AUGMENTS;C0040649;Transcription, Genetic;73
C0042523;Verapamil;AUGMENTS;C0596402;cytotoxicity;73
C0025611;Methamphetamine;AUGMENTS;C1113694;nigrostriatum;21
C0018061;Gonadotropins;AUGMENTS;C0029939;Ovary;48
C0012968;Docosahexaenoic Acids;AUGMENTS;C0006104;Brain;20
C0006675;Calcium;AUGMENTS;C1153437;ryanodine-sensitive calcium-release channel activity;7
C0537969;caspase-7;AUGMENTS;C0162638;Apoptosis;23
C0056695;Cyclic AMP-Responsive DNA-Binding Protein;AUGMENTS;C0040649;Transcription, Genetic;70
C0003392;Antineoplastic Agents;AUGMENTS;C0301872;Immune response;11
C0597357;receptor;AUGMENTS;C0005847;Blood Vessels;16
1026|9338|27065|644914;CDKN1A|TCEAL1|NSG1|H3F3AP6;AUGMENTS;C0596290;Cell Proliferation;16
C0699251|7504|22861;Fluimucil|XK|NLRP1;AUGMENTS;C0815102;place preference learning;12
C0025219;Melatonin;AUGMENTS;C0013935;Embryo;12
C1171892|7422;VEGF protein, human|VEGFA;AUGMENTS;C0018787;Heart;10
C0387583;cyclooxygenase 2;AUGMENTS;C0018787;Heart;7
C0030095;Oxytocin;AUGMENTS;C0234112;Facilitation;13
C0022942;Lactoferrin;AUGMENTS;C0596290;Cell Proliferation;12
C1257987;Thiazolidinediones;AUGMENTS;C0920563;insulin sensitivity;39
C0017436;Gentamicins;AUGMENTS;C0221102;Excretory function;8
C0031727;Phosphotransferases;AUGMENTS;C0149784;biological adaptation to stress;8
C0003241;Antibodies;AUGMENTS;C0016315;Fluorescence;19
C0009450;Communicable Diseases;AUGMENTS;C0012634;Disease;12
C0063695;Intercellular adhesion molecule 1;AUGMENTS;C0003483;Aorta;7
C0078056;Vascular Cell Adhesion Molecule-1;AUGMENTS;C0003483;Aorta;7
C0021760;Interleukin-6;AUGMENTS;C0162783;Prefrontal Cortex;7
C0165519;Gelatinase B;AUGMENTS;C0003483;Aorta;6
C0079189;cytokine;AUGMENTS;C1284077;Entire hippocampus;16
C0002520;Amino Acids;AUGMENTS;C0242735;Germination;7
C0243043|3308;Heat-Shock Proteins 70|HSPA4;AUGMENTS;C0007620;Cell Survival;14
C0069389;Okadaic Acid;AUGMENTS;C1327332;hyperphosphorylation;43
C0025611;Methamphetamine;AUGMENTS;C0206116;Microglia;18
C1171892|7422;VEGF protein, human|VEGFA;AUGMENTS;C0040649;Transcription, Genetic;17
C0025611;Methamphetamine;AUGMENTS;C0007620;Cell Survival;6
C0030903;Pentylenetetrazole;AUGMENTS;C0206249;Long-Term Potentiation;8
C0015689;Fatty Acids, Omega-3;AUGMENTS;C0814002;Neural Development;6
C0043047;Water;AUGMENTS;C0337050;Rivers;11
C0387583;cyclooxygenase 2;AUGMENTS;C0023884;Liver;10
C0165519;Gelatinase B;AUGMENTS;C0023884;Liver;8
C0017710;Glucocorticoids;AUGMENTS;C0037083;Signal Transduction;23
C0080059|6714;Proto-Oncogene Protein pp60 (c-src)|SRC;AUGMENTS;C0162638;Apoptosis;8
C0006675;Calcium;AUGMENTS;C0014139;Endocytosis;7
C0052919;bafilomycin A1;AUGMENTS;C0007587;Cell Death;11
C0033634;Protein Kinase C;AUGMENTS;C0037083;Signal Transduction;59
C0031253;Pesticides;AUGMENTS;C0600688;Toxic effect;14
C0107103;Brain-Derived Neurotrophic Factor;AUGMENTS;C0027880;Neuronal Plasticity;24
C0162758;Serotonin Uptake Inhibitors;AUGMENTS;C0678903;Neuronal Transmission;15
C0754728|7097;Toll-Like Receptor 2|TLR2;AUGMENTS;C1155266;Inflammatory Response;7
C0074992;sphingosine 1-phosphate;AUGMENTS;C0225336;Endothelial Cells;18
C0034830;Nicotinic Receptors;AUGMENTS;C0206249;Long-Term Potentiation;11
C0012472;Dinoprostone;AUGMENTS;C0162337;Vascular Permeability;19
C0012472;Dinoprostone;AUGMENTS;C0232338;Blood flow;31
C0040549;Toxin;AUGMENTS;C0037080;Signal Pathways;9
C0040018;Thrombin;AUGMENTS;C0010853;Cytoskeleton;10
820;CAMP;AUGMENTS;C0598312;DNA biosynthesis;10
C0887909;RNA, Untranslated;AUGMENTS;C0007634;Cells;9
C0522102;Fatty Acids, Saturated;AUGMENTS;C0021368;Inflammation;7
C0069679;osthol;AUGMENTS;C0029433;Osteogenesis;7
C1422049|57085;AGTRAP gene|AGTRAP;AUGMENTS;C0871786;Internalization;6
C0020361;Hydroxyindoleacetic Acid;AUGMENTS;C1284077;Entire hippocampus;12
C0023779;Lipids;AUGMENTS;C1155266;Inflammatory Response;8
C0966897;hepcidin;AUGMENTS;C0871786;Internalization;15
C0066772;lysophosphatidic acid;AUGMENTS;C0008018;Chemotaxis;23
C0043047;Water;AUGMENTS;C0012222;Diffusion;48
C0011777;Dexamethasone;AUGMENTS;C0018270;Growth;50
C0037067;Sigma Factor;AUGMENTS;C0040649;Transcription, Genetic;24
C0006675;Calcium;AUGMENTS;C0005972;Bone Regeneration;6
C0009630;Concanavalin A;AUGMENTS;C1155046;T-Cell Proliferation;18
C0085379;Muromonab-CD3;AUGMENTS;C1155046;T-Cell Proliferation;24
C0032615;Polyunsaturated Fatty Acids;AUGMENTS;C0162638;Apoptosis;38
C0162326;DNA Sequence;AUGMENTS;C0015219;Evolution;11
C0033684;Proteins;AUGMENTS;C0021368;Inflammation;33
C0022457|3845;K-ras Oncogene|KRAS;AUGMENTS;C0235974;Pancreatic carcinoma;6
C0016911;Gadolinium;AUGMENTS;C0027061;Myocardium;10
C0887892;Vaccines, Subunit;AUGMENTS;C0301872;Immune response;42
C0023779;Lipids;AUGMENTS;C0007587;Cell Death;17
C0014939;Estrogens;AUGMENTS;C0043240;Wound Healing;22
C0080222|7040;TGFB1 protein, human|TGFB1;AUGMENTS;C1326347;fibroblast proliferation;25
C1328819;small molecule;AUGMENTS;C0004391;Autophagy;14
C0105770;beta catenin;AUGMENTS;C0162638;Apoptosis;48
C0014822|2056;Erythropoietin|EPO;AUGMENTS;C0040649;Transcription, Genetic;7
C0018988;Hemin;AUGMENTS;C0600432;K562 Cells;44
C0022614;Ketamine;AUGMENTS;C0037313;Sleep;12
C0115137;Durapatite;AUGMENTS;C0029433;Osteogenesis;55
C0030015;Oxides;AUGMENTS;C0024432;macrophage;7
C1136102;Capsid Proteins;AUGMENTS;C0026649;Movement;8
C0042291;Valproic Acid;AUGMENTS;C0011065;Cessation of life;6
C1528871;alpha-galactosylceramide;AUGMENTS;C0022688;Natural Killer Cells;129
C1519595;Transcript;AUGMENTS;C0178784;Organ;20
C0001962;Ethanol;AUGMENTS;C0023946;Locomotion;90
C0028128;Nitric Oxide;AUGMENTS;C0227525;Hepatocyte;6
C0017950;Glycolipids;AUGMENTS;C0022688;Natural Killer Cells;35
C0079189;cytokine;AUGMENTS;C0031164;Permeability;49
C1332713|961;CD47 gene|CD47;AUGMENTS;C0031308;Phagocytosis;14
C0013030;Dopamine;AUGMENTS;C0006104;Brain;58
C0033684;Proteins;AUGMENTS;C0012860;DNA Damage;6
C1099354;RNA, Small Interfering;AUGMENTS;C0858952;Silence;32
C0021641;Insulin;AUGMENTS;C1256369;insulin secretion;47
C0014912;Estradiol;AUGMENTS;C0023185;Learning;18
C0014912;Estradiol;AUGMENTS;C0025260;Memory;31
C0017797;Glutamine;AUGMENTS;C0027651;Neoplasm;6
C0014264;Endotoxins;AUGMENTS;C0024109;Lung;134
C0243192;agonists;AUGMENTS;C0598958;Neuroprotection;10
C0243192;agonists;AUGMENTS;C0814002;Neural Development;8
C0001962;Ethanol;AUGMENTS;C0011065;Cessation of life;128
C0017911;Glycogen;AUGMENTS;C0023884;Liver;36
C0009630;Concanavalin A;AUGMENTS;C0596290;Cell Proliferation;14
C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;AUGMENTS;C0040649;Transcription, Genetic;36
C0031727;Phosphotransferases;AUGMENTS;C0040649;Transcription, Genetic;48
C0021641;Insulin;AUGMENTS;C0920563;insulin sensitivity;27
C0060993;Galanin;AUGMENTS;C0920563;insulin sensitivity;6
C0013832;Electrolytes;AUGMENTS;C0542479;Energy, Physics;20
C1420485|1917;STN gene|EEF1A2;AUGMENTS;C0026845;Muscle;8
C0007044;Carbonyl Cyanide p-Trifluoromethoxyphenylhydrazone;AUGMENTS;C0035203;Respiration;30
C0061275;ginsenoside Rh2;AUGMENTS;C0162638;Apoptosis;61
C0030054;Oxygen;AUGMENTS;C0302600;Angiogenesis;27
C1101610;MicroRNAs;AUGMENTS;C0302600;Angiogenesis;31
C0017767;Glucosinolates;AUGMENTS;C0029957;Oviposition;6
C1332714|920;CD4 gene|CD4;AUGMENTS;C0023884;Liver;6
C0243042;Inflammation Mediators;AUGMENTS;C0023516;Leukocytes;16
C1367471|926;CD8B1 gene|CD8B;AUGMENTS;C0023884;Liver;9
C0007641;CELLULASE;AUGMENTS;C0020291;Hydrolysis;14
C0039663;Tetrahydrocannabinol;AUGMENTS;C0006104;Brain;10
C0220873;malate;AUGMENTS;C0035203;Respiration;27
C0021665;Insulin-Like Growth Factor I;AUGMENTS;C0596991;myelination;18
C0015075;Ethylene;AUGMENTS;C0026046;Microtubules;6
C0597217;phosphatase inhibitor;AUGMENTS;C1519726;Tyrosine Phosphorylation;6
C0021665;Insulin-Like Growth Factor I;AUGMENTS;C0677650;lactotroph;9
C0014939;Estrogens;AUGMENTS;C0677650;lactotroph;8
C0079633;Interleukin-8;AUGMENTS;C0302600;Angiogenesis;41
C0013227;Pharmaceutical Preparations;AUGMENTS;C0014792;Erythrocytes;7
C0289313;rosiglitazone;AUGMENTS;C0005495;Biogenesis;9
C0074554;Simvastatin;AUGMENTS;C0225336;Endothelial Cells;11
C0105770;beta catenin;AUGMENTS;C0006826;Malignant Neoplasms;16
C0053526;Bethanechol;AUGMENTS;C0015283;Exocytosis;26
C0013227;Pharmaceutical Preparations;AUGMENTS;C0232407;Hair growth;16
C0218504;Stromal Cell-Derived Factor 1;AUGMENTS;C0008018;Chemotaxis;15
C0218504;Stromal Cell-Derived Factor 1;AUGMENTS;C0302600;Angiogenesis;16
C1367307|6774;STAT3 gene|STAT3;AUGMENTS;C0007634;Cells;6
C1442521|3082;HGF gene|HGF;AUGMENTS;C0302600;Angiogenesis;10
3497;IGHE;AUGMENTS;C0002792;Anaphylaxis;39
7422;VEGFA;AUGMENTS;C0008018;Chemotaxis;6
C0006772;Calmodulin;AUGMENTS;C0544461;Inactivation;39
C0035696;RNA, Messenger;AUGMENTS;C0017070;Ganglia, Spinal;19
C0385242|7124;TNF-related apoptosis-inducing ligand|TNF;AUGMENTS;C0011065;Cessation of life;6
C0017337;Genes;AUGMENTS;C0023884;Liver;86
C0079419|7157;TP53 gene|TP53;AUGMENTS;C1155874;Cell Cycle Checkpoint;25
C0021665;Insulin-Like Growth Factor I;AUGMENTS;C0240417;Form of muscle;12
C0174680|595;Cyclin D1|CCND1;AUGMENTS;C0596290;Cell Proliferation;20
C0006675;Calcium;AUGMENTS;C0029974;Ovum;11
10928;RALBP1;AUGMENTS;C0162638;Apoptosis;7
C0007012;Carbon Dioxide;AUGMENTS;C1522821;acidification;63
C0031676;Phospholipids;AUGMENTS;C0243102;enzyme activity;27
C0023556;Levamisole;AUGMENTS;C0301872;Immune response;10
5888;RAD51;AUGMENTS;C0043240;Wound Healing;56
C0012472;Dinoprostone;AUGMENTS;C0024432;macrophage;29
C0014563;Epinephrine;AUGMENTS;C0042396;Vascular constriction (function);56
C0023546;Leukotriene B4;AUGMENTS;C0027950;neutrophil;103
C0007367;CATALASE;AUGMENTS;C0162638;Apoptosis;9
C0028630;Nucleotides;AUGMENTS;C0596901;Membrane;11
C0006644;Caffeine;AUGMENTS;C0162638;Apoptosis;41
C0812198|581;BAX gene|BAX;AUGMENTS;C0007634;Cells;17
C0009325;Collagen;AUGMENTS;C0225897;Left ventricular structure;8
C0285890;alpha-Synuclein;AUGMENTS;C0004391;Autophagy;18
C0085151;Amyloid beta-Protein Precursor;AUGMENTS;C1284077;Entire hippocampus;13
C0017725;Glucose;AUGMENTS;C1563744;Lipogenesis;46
C0021641|3630;Insulin|INS;AUGMENTS;C1326356;amino acid import;16
C0016055;Fibronectins;AUGMENTS;C0887869;Cell-Matrix Junction;38
C0045093;gemcitabine;AUGMENTS;C0596402;cytotoxicity;14
C0076616;thymosin beta(4);AUGMENTS;C0043240;Wound Healing;26
C0012472;Dinoprostone;AUGMENTS;C0018270;Growth;37
C0043031;Warfarin;AUGMENTS;C0019080;Hemorrhage;56
C0026879;Mutagens;AUGMENTS;C0026882;Mutation;90
4217;MAP3K5;AUGMENTS;C0162638;Apoptosis;15
C0035890;Roxarsone;AUGMENTS;C0302600;Angiogenesis;6
C0035890;Roxarsone;AUGMENTS;C0018270;Growth;10
C0020281;Hydrogen Peroxide;AUGMENTS;C0544461;Inactivation;20
C0887829;Nuclear Hormone Receptors;AUGMENTS;C0040649;Transcription, Genetic;11
C0014912;Estradiol;AUGMENTS;C0599621;Object Recognition;7
C0006675;Calcium;AUGMENTS;C0018270;Growth;32
C0026933;Mycophenolic Acid;AUGMENTS;C0007587;Cell Death;14
C0001271;Actins;AUGMENTS;C0333262;Vesicle;10
C0597357;receptor;AUGMENTS;C0025260;Memory;19
C1101610;MicroRNAs;AUGMENTS;C0040711;Translation, Genetic;36
C0961814;interleukin-22;AUGMENTS;C0037083;Signal Transduction;6
C0023810;Lipopolysaccharides;AUGMENTS;C0178784;Organ;30
C0000379;3,4-Methylenedioxyamphetamine;AUGMENTS;C1514845;Renal Tissue;7
C0012013;Diazinon;AUGMENTS;C0242606;Oxidative Stress;6
C0079419|7157;TP53 gene|TP53;AUGMENTS;C0037083;Signal Transduction;49
C0243192;agonists;AUGMENTS;C0043012;Wakefulness;7
C0079419|7157;TP53 gene|TP53;AUGMENTS;C0013935;Embryo;15
C0022023;Ions;AUGMENTS;C0039194;T-Lymphocyte;6
C0018284;Growth Factor;AUGMENTS;C1519726;Tyrosine Phosphorylation;34
C1367721|1950;EGF gene|EGF;AUGMENTS;C0018270;Growth;54
C0027303;NADP;AUGMENTS;C1151237;isocitrate dehydrogenase activity;31
C0028128;Nitric Oxide;AUGMENTS;C0037080;Signal Pathways;29
C0080222|7040;TGFB1 protein, human|TGFB1;AUGMENTS;C1267092;Smooth muscle (tissue);21
7422;VEGFA;AUGMENTS;C0031164;Permeability;61
C0079225;Dextran Sulfate Sodium;AUGMENTS;C0009368;Colon;56
C0003320;Antigens;AUGMENTS;C0206119;Self Tolerance;8
468;ATF4;AUGMENTS;C0040649;Transcription, Genetic;11
C0053932;Bone Morphogenetic Proteins;AUGMENTS;C0005972;Bone Regeneration;19
C0017337;Genes;AUGMENTS;C0012634;Disease;48
C0043031;Warfarin;AUGMENTS;C0520996;Anticoagulant effect;15
C0033684;Proteins;AUGMENTS;C0003261;Antibody Formation;52
C0052456|412;Steryl-sulfatase|STS;AUGMENTS;C0006142;Malignant neoplasm of breast;7
C1364818;APP gene;AUGMENTS;C0023185;Learning;46
C1364818;APP gene;AUGMENTS;C0025260;Memory;28
C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;AUGMENTS;C1456459;Chromatin Modeling;19
C0021760;Interleukin-6;AUGMENTS;C0596290;Cell Proliferation;51
C1328819;small molecule;AUGMENTS;C0037080;Signal Pathways;6
C0021756;Interleukin-2;AUGMENTS;C0596290;Cell Proliferation;43
C0007090;Carcinogens;AUGMENTS;C0596263;Carcinogenesis;14
C0005390;Bile Acids;AUGMENTS;C0012238;Digestion;10
C0533539;SHU 9119;AUGMENTS;C0013470;Eating;13
C0019602;Histidine;AUGMENTS;C0596988;Mutant;9
C0085940|2353;FOS gene|FOS;AUGMENTS;C0162512;Neostriatum;9
6524;SLC5A2;AUGMENTS;C0221102;Excretory function;10
C0021641;Insulin;AUGMENTS;C1159884;adipocyte differentiation;10
C0597357;receptor;AUGMENTS;C0597170;paracrine;6
C1101610;MicroRNAs;AUGMENTS;C0007581;Cell Aging;8
C0041004;Triglycerides;AUGMENTS;C0005767;Blood;15
23411;SIRT1;AUGMENTS;C0005495;Biogenesis;8
C0012854;DNA;AUGMENTS;C0024432;macrophage;52
C0024643;Malondialdehyde;AUGMENTS;C0006104;Brain;14
C0040135;Thyroid Hormones;AUGMENTS;C0006298;Brown Fat;10
C0033308;Progesterone;AUGMENTS;C0027651;Neoplasm;7
C0032200;Platelet-Derived Growth Factor;AUGMENTS;C0026844;Muscle, Smooth, Vascular;27
C0016945;Galactose;AUGMENTS;C0242606;Oxidative Stress;9
C0017337;Genes;AUGMENTS;C0023796;Lipolysis;7
C0032615;Polyunsaturated Fatty Acids;AUGMENTS;C0023775;Lipid Peroxidation;31
C0009968;Copper;AUGMENTS;C0162638;Apoptosis;11
C0084692;Pulmonary Surfactant-Associated Protein D;AUGMENTS;C0031308;Phagocytosis;24
C0021760;Interleukin-6;AUGMENTS;C0242184;Hypoxia;7
C0052350;arginyl-glycyl-aspartic acid;AUGMENTS;C0029433;Osteogenesis;7
C0107103;Brain-Derived Neurotrophic Factor;AUGMENTS;C0004461;Axon;11
C0079427;Tumor Suppressor Genes;AUGMENTS;C0018270;Growth;12
C0162772;Reactive Oxygen Species;AUGMENTS;C0301647;Strand breaks;8
C1519595;Transcript;AUGMENTS;C0018270;Growth;34
C0061355|55213|79813|342096;Glucagon-Like Peptide 1|RCBTB1|EHMT1|GOLGA6A;AUGMENTS;C1256369;insulin secretion;64
C0014939;Estrogens;AUGMENTS;C0599877;loss\; bone;15
C0004057;Aspirin;AUGMENTS;C0162493;Transcriptional Activation;6
C0043481;Zinc;AUGMENTS;C0376525;Dimerization;20
C0069676;osteopontin;AUGMENTS;C0007608;cell motility;25
C0030956;Peptides;AUGMENTS;C1516031;Antitumor Response;10
C0001898;Alanine;AUGMENTS;C0242735;Germination;21
C0007004;Carbohydrates;AUGMENTS;C0026845;Muscle;7
C0005802;Blood Glucose;AUGMENTS;C0020615;hypoglycemia;8
C0003289;Antidepressive Agents;AUGMENTS;C0814002;Neural Development;89
C0108082|7421;Vitamin D3 Receptor|VDR;AUGMENTS;C0040649;Transcription, Genetic;6
C1332714|920;CD4 gene|CD4;AUGMENTS;C0020964;Immunity;23
C0036751;Serotonin;AUGMENTS;C0678903;Neuronal Transmission;12
C0014442;Enzymes;AUGMENTS;C0023775;Lipid Peroxidation;18
C0076150;tert-Butylhydroperoxide;AUGMENTS;C0162524;Chemiluminescence;18
C0379710;caveolin 1;AUGMENTS;C0230653;Caveolae;12
C0022009;Ion Channel;AUGMENTS;C0004268;Attention;6
