subject_cui;subject_name;predicate;object_cui;object_name;frequency
C0042196;Vaccination;PREVENTS;C0025303;Meningococcal Infections;29
C0042866;Vitamin D;PREVENTS;C0035579;Rickets;48
C0042866;Vitamin D;PREVENTS;C0006142;Malignant neoplasm of breast;51
C0302837;Vitamin supplementation;PREVENTS;C0006826;Malignant Neoplasms;16
C0419707;Pneumococcal vaccination;PREVENTS;C0012634;Disease;23
C0025219;Melatonin;PREVENTS;C0015376;Extravasation;11
C0003402;Antioxidants;PREVENTS;C0020456;Hyperglycemia;10
C0003402;Antioxidants;PREVENTS;C0271672;Diabetic complications;17
C0025598;Metformin;PREVENTS;C0175677;Injury;21
C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;PREVENTS;C0175677;Injury;7
C1515885;Acustimulation;PREVENTS;C0027497;Nausea;7
C0015522;Factor XI;PREVENTS;C0040053;Thrombosis;8
C0150457;Anticoagulant therapy;PREVENTS;C0040053;Thrombosis;50
C1456820|7124;Tumor Necrosis Factor-alpha|TNF;PREVENTS;C0021368;Inflammation;14
C0005525;Biological Response Modifiers;PREVENTS;C0006826;Malignant Neoplasms;14
C0030231;Palliative Care;PREVENTS;C0030193;Pain;24
C0013227;Pharmaceutical Preparations;PREVENTS;C0022116;Ischemia;14
C0087111;Therapeutic procedure;PREVENTS;C0242781;disease transmission;22
C0184047;Traps;PREVENTS;C0175677;Injury;10
C0199470;Mechanical ventilation;PREVENTS;C0175677;Injury;39
C0554804;Assisted breathing;PREVENTS;C0340257;Ventilator-associated lung injury;14
C0554804;Assisted breathing;PREVENTS;C0175677;Injury;15
C0010467;Curcumin;PREVENTS;C0012634;Disease;17
C0815171;fluoride addition;PREVENTS;C0011334;Dental caries;52
C0213404;rufinamide;PREVENTS;C0036572;Seizures;6
C0021641|3630;Insulin|INS;PREVENTS;C0009566;Complication;7
C0034117;Puncture procedure;PREVENTS;C0009566;Complication;30
C0389071;Adiponectin;PREVENTS;C0948265;Metabolic syndrome;15
C0017710;Glucocorticoids;PREVENTS;C0746102;Chronic lung disease;8
C0017710;Glucocorticoids;PREVENTS;C0879626;Adverse effects;27
C0014822|2056;Erythropoietin|EPO;PREVENTS;C0600688;Toxic effect;8
C0020268;Hydrocortisone;PREVENTS;C0879626;Adverse effects;8
C0023820;Lipoproteins;PREVENTS;C0007222;Cardiovascular Diseases;14
C0597177;particle;PREVENTS;C0007222;Cardiovascular Diseases;14
C0017296;gene therapy;PREVENTS;C0012634;Disease;38
C0376613;Vaccines, DNA;PREVENTS;C0012634;Disease;11
C0003402;Antioxidants;PREVENTS;C0263415;Solar elastosis;12
114548;NLRP3;PREVENTS;C0021368;Inflammation;6
C0013216;Pharmacotherapy;PREVENTS;C0598934;tumor growth;29
C0244404;Raloxifene;PREVENTS;C0029458;Osteoporosis, Postmenopausal;15
C0087111;Therapeutic procedure;PREVENTS;C0086565;Liver Dysfunction;9
C0087111;Therapeutic procedure;PREVENTS;C0042514;Tachycardia, Ventricular;33
C0815170;regular physical activity;PREVENTS;C0007222;Cardiovascular Diseases;30
C1120110;aliskiren;PREVENTS;C0242606;Oxidative Stress;11
C0013227;Pharmaceutical Preparations;PREVENTS;C0019204;Primary carcinoma of the liver cells;9
C1456587;Bariatric Surgery;PREVENTS;C0011860;Diabetes Mellitus, Non-Insulin-Dependent;15
C0148405;Vinegar;PREVENTS;C0600688;Toxic effect;15
C0162563;Cardiac ablation;PREVENTS;C0038454;Cerebrovascular accident;13
C0042196;Vaccination;PREVENTS;C0026780;Mumps;12
C0042196;Vaccination;PREVENTS;C0035920;Rubella;26
C1515075;Supplementation;PREVENTS;C0032914;Pre-Eclampsia;81
C0002600;Amitriptyline;PREVENTS;C0030193;Pain;28
C0965129;rosuvastatin;PREVENTS;C0175677;Injury;23
C1367471|926;CD8B1 gene|CD8B;PREVENTS;C0332448;Infiltration;8
C0524474;Acetyl-L-Carnitine;PREVENTS;C0242606;Oxidative Stress;8
C0741847;Bypass;PREVENTS;C0038454;Cerebrovascular accident;26
C0013227;Pharmaceutical Preparations;PREVENTS;C0028798;Occupational Exposure;7
C1515075;Supplementation;PREVENTS;C0036572;Seizures;9
C0243264;hydroxytyrosol;PREVENTS;C0012860;DNA Damage;6
C0042878;Vitamin K;PREVENTS;C0016658;Fracture;21
C0042878;Vitamin K;PREVENTS;C0599877;loss\; bone;10
50943;FOXP3;PREVENTS;C0004368;Autoimmunity;20
C1515075;Supplementation;PREVENTS;C1457887;Symptoms;82
C0013900;Ellagic Acid;PREVENTS;C0242606;Oxidative Stress;20
C1122087;adalimumab;PREVENTS;C0021368;Inflammation;6
C0014939;Estrogens;PREVENTS;C0277785;Functional disorder;6
C1273869;Intervention regimes;PREVENTS;C0231426;Avoidance coping;10
C0278790;dietary intervention;PREVENTS;C1457887;Symptoms;13
C0087111;Therapeutic procedure;PREVENTS;C0679861;treatment complications;12
C0243192;agonists;PREVENTS;C0030567;Parkinson Disease;7
C0013227;Pharmaceutical Preparations;PREVENTS;C0013604;Edema;32
C0544309;Repellent;PREVENTS;C0241407;Tick bite;7
C0085174;Misoprostol;PREVENTS;C0009566;Complication;42
C0011900;Diagnosis;PREVENTS;C0518613;Compromise;9
C0042211;Vaccines, Attenuated;PREVENTS;C0042749;Viremia;9
C0011777;Dexamethasone;PREVENTS;C0030193;Pain;92
C0065264;Luteolin;PREVENTS;C0175677;Injury;6
C0042866;Vitamin D;PREVENTS;C0016664;Stress Fractures;7
C0543467;Operative Surgical Procedures;PREVENTS;C1457887;Symptoms;107
C0071649;polyphenols;PREVENTS;C0008679;Chronic Disease;49
C0071649;polyphenols;PREVENTS;C0028754;Obesity;32
C0011900;Diagnosis;PREVENTS;C0040558;Toxoplasmosis;6
C0076305;tetramethylpyrazine;PREVENTS;C0270611;Brain Injuries;6
C0090306;latanoprost;PREVENTS;C0595921;Intraocular pressure disorder;215
C0887947;Antiretroviral Therapy, Highly Active;PREVENTS;C0019704;HIV-1;10
C1303140;Problem solving therapy;PREVENTS;C0231170;Disability NOS;8
C0243264;hydroxytyrosol;PREVENTS;C0242606;Oxidative Stress;20
C0003402;Antioxidants;PREVENTS;C0242383;Age related macular degeneration;27
C0013227;Pharmaceutical Preparations;PREVENTS;C0087086;Thrombus;27
C1273869;Intervention regimes;PREVENTS;C0021400;Influenza;43
C0030899;Pentoxifylline;PREVENTS;C0019212;Hepatorenal Syndrome;6
C0279025;Endocrine therapy;PREVENTS;C0012634;Disease;8
C1619629;deferasirox;PREVENTS;C0282193;Iron Overload;19
C0338237;Antibiotic therapy;PREVENTS;C0024894;mastitis;6
C0338237;Antibiotic therapy;PREVENTS;C0021311;Infection;43
C0001617;Adrenal Cortex Hormones;PREVENTS;C0021368;Inflammation;146
C1515075;Supplementation;PREVENTS;C0030193;Pain;13
C1096489;Vitamin K antagonist;PREVENTS;C0151699;Intracranial Hemorrhages;8
C0036751;Serotonin;PREVENTS;C0001807;Aggressive behavior;6
C0057090;daidzein;PREVENTS;C0599877;loss\; bone;8
C0033137;Primary Health Care;PREVENTS;C0012634;Disease;15
C0003402;Antioxidants;PREVENTS;C0544461;Inactivation;15
C0015259;Exercise;PREVENTS;C0879626;Adverse effects;45
C0007271;Carotenoids;PREVENTS;C0008679;Chronic Disease;27
C0003241;Antibodies;PREVENTS;C0002395;Alzheimer's Disease;8
C1532338;Percutaneous coronary intervention;PREVENTS;C0009566;Complication;76
C0007090;Carcinogens;PREVENTS;C0027651;Neoplasm;6
C0034392;Quercetin;PREVENTS;C0235378;Hepatotoxicity;11
C0003402;Antioxidants;PREVENTS;C0009566;Complication;53
C0013216;Pharmacotherapy;PREVENTS;C0038454;Cerebrovascular accident;12
C0032912;Prazosin;PREVENTS;C1457887;Symptoms;6
C0087111;Therapeutic procedure;PREVENTS;C0742006;Catheter infection;19
C0003211;Anti-Inflammatory Agents, Non-Steroidal;PREVENTS;C1457887;Symptoms;21
C0031990;Piroxicam;PREVENTS;C0030193;Pain;9
C0013227;Pharmaceutical Preparations;PREVENTS;C0151744;Myocardial Ischemia;21
C0087111;Therapeutic procedure;PREVENTS;C0160390;Injury to liver, NOS;21
C0042523;Verapamil;PREVENTS;C0039231;Tachycardia;8
C0020740;Ibuprofen;PREVENTS;C0002395;Alzheimer's Disease;8
C0282638;Antibiotic Prophylaxis;PREVENTS;C0038395;Streptococcal Infections;7
C1293116;Introduction procedure;PREVENTS;C0877248;Adverse event;10
C0077906;urinastatin;PREVENTS;C1155266;Inflammatory Response;20
C0042196;Vaccination;PREVENTS;C0041296;Tuberculosis;103
C0054436;caffeine citrate;PREVENTS;C0003578;Apnea;11
C0087111;Therapeutic procedure;PREVENTS;C0013146;Drug abuse;22
C0018546;Haloperidol;PREVENTS;C0879626;Adverse effects;6
C0599917;intervention program;PREVENTS;C0277787;Social stigmata;6
C1579319;Pneumococcal Conjugate Vaccine;PREVENTS;C0032285;Pneumonia;54
C0026606;Physical activity;PREVENTS;C0009566;Complication;34
C0006684;Calcium Channel Blockers;PREVENTS;C0009566;Complication;22
C0006684;Calcium Channel Blockers;PREVENTS;C0038454;Cerebrovascular accident;37
C0441648;Washing;PREVENTS;C0011991;Diarrhea;15
C1096021;Antiplatelet therapy;PREVENTS;C0857496;Thromboembolic event;12
C0039542;Terbutaline;PREVENTS;C1140999;Contraction;6
C0017337;Genes;PREVENTS;C0600688;Toxic effect;28
C1456820|7124;Tumor Necrosis Factor-alpha|TNF;PREVENTS;C0332448;Infiltration;6
C1176306;aprepitant;PREVENTS;C0027497;Nausea;90
C1176306;aprepitant;PREVENTS;C0042963;Vomiting;122
C0035028;Relaxation;PREVENTS;C0242606;Oxidative Stress;9
C0003277;Anticholesteremic Agents;PREVENTS;C0007222;Cardiovascular Diseases;13
C1176306;aprepitant;PREVENTS;C0520909;Postoperative Nausea and Vomiting;14
C1299007;Alpha-glucoside inhibitor;PREVENTS;C0020456;Hyperglycemia;19
C0034618;Radiation therapy;PREVENTS;C0029396;Ossification, Heterotopic;100
C0087111;Therapeutic procedure;PREVENTS;C0024530;Malaria;123
C0064294;Fibroblast Growth Factor 7;PREVENTS;C1568868;Oral Mucositis;6
C0013227;Pharmaceutical Preparations;PREVENTS;C0011164;Degenerative abnormality;10
C0040808;Treatment Protocols;PREVENTS;C0231170;Disability NOS;9
C0199470;Mechanical ventilation;PREVENTS;C0340257;Ventilator-associated lung injury;40
C0008377;Cholesterol;PREVENTS;C0002395;Alzheimer's Disease;8
C0308779;DELIVER;PREVENTS;C0879626;Adverse effects;11
C0021740;Recombinant Interferon-gamma;PREVENTS;C0012634;Disease;7
C0042196;Vaccination;PREVENTS;C0035236;Respiratory syncytial virus;6
C0020971;Immunization;PREVENTS;C0012634;Disease;176
C1514388;Preemptive Analgesia;PREVENTS;C0030201;Pain, Postoperative;24
C0003438;Antithrombin III;PREVENTS;C0040038;Thromboembolism;39
C0199176;Prophylactic treatment;PREVENTS;C0001175;Acquired Immunodeficiency Syndrome;20
C0182324;Plug;PREVENTS;C1504464;Endoleak;6
C0032143;Alteplase;PREVENTS;C0270611;Brain Injuries;7
C0073188;Rho(D) Immune Globulin;PREVENTS;C1263988;Hemolytic disorder;12
C0108793;Antigens, CD55;PREVENTS;C0175677;Injury;7
C0087111;Therapeutic procedure;PREVENTS;C0029435;Osteolysis;17
C0008819;Male Circumcision;PREVENTS;C0001175;Acquired Immunodeficiency Syndrome;52
C0040808;Treatment Protocols;PREVENTS;C0010825;Cytomegalovirus;7
C0087111;Therapeutic procedure;PREVENTS;C0010825;Cytomegalovirus;19
C0909381;valganciclovir;PREVENTS;C0010825;Cytomegalovirus;17
C1522577;follow-up;PREVENTS;C0011847;Diabetes;22
C0456388;Blood product;PREVENTS;C0021311;Infection;10
C0016157;Fish Oils;PREVENTS;C0879626;Adverse effects;6
C0023413;Leucovorin;PREVENTS;C0879626;Adverse effects;11
C0023413;Leucovorin;PREVENTS;C0746572;METHOTREXATE TOXICITY;11
C0001617;Adrenal Cortex Hormones;PREVENTS;C0030193;Pain;92
C0072980;Sirolimus (substance);PREVENTS;C0175677;Injury;21
C0007974;Chelating Agents;PREVENTS;C0600688;Toxic effect;32
C0725066;Advance;PREVENTS;C0006826;Malignant Neoplasms;12
C0087111;Therapeutic procedure;PREVENTS;C0038436;Stress Disorders, Post-Traumatic;42
C0025219;Melatonin;PREVENTS;C0595921;Intraocular pressure disorder;18
C1167780;Therapeutic hypothermia;PREVENTS;C0035126;Reperfusion Injury;6
C0019139;Heparin, Low-Molecular-Weight;PREVENTS;C0040053;Thrombosis;116
C0022179;Isoflavones;PREVENTS;C0006142;Malignant neoplasm of breast;21
C0087111;Therapeutic procedure;PREVENTS;C0521989;Associated symptom;15
C0087111;Therapeutic procedure;PREVENTS;C0338831;Manic;10
C0013216;Pharmacotherapy;PREVENTS;C0042963;Vomiting;48
C0278790;dietary intervention;PREVENTS;C0085207;Diabetes, Gestational;9
C0206253;Vaccines, Combined;PREVENTS;C0012634;Disease;15
C1261322;Assessment procedure;PREVENTS;C0740721;Drug problem;10
C0728940;Excision;PREVENTS;C0021368;Inflammation;28
C0025219;Melatonin;PREVENTS;C0596402;cytotoxicity;8
C0087111;Therapeutic procedure;PREVENTS;C0032290;Aspiration Pneumonia;13
C0006675;Calcium;PREVENTS;C0007222;Cardiovascular Diseases;11
C0286382;polaprezinc;PREVENTS;C1568868;Oral Mucositis;6
C0360714;Hydroxymethylglutaryl-CoA Reductase Inhibitors;PREVENTS;C0003972;Cardiovascular arteriosclerosis unspecified;31
C0016327;Fluorides;PREVENTS;C0700185;Decalcification;75
C0087111;Therapeutic procedure;PREVENTS;C0700185;Decalcification;22
C0003367;Antilipemic Agents;PREVENTS;C0007222;Cardiovascular Diseases;14
C0001962;Ethanol;PREVENTS;C0007222;Cardiovascular Diseases;13
C0020971;Immunization;PREVENTS;C0032285;Pneumonia;20
C0087111;Therapeutic procedure;PREVENTS;C0036679;Diastasis;13
C0360714;Hydroxymethylglutaryl-CoA Reductase Inhibitors;PREVENTS;C0002395;Alzheimer's Disease;65
C0087111;Therapeutic procedure;PREVENTS;C0034530;Radiation Injuries;12
C0878937;Catheters, Spinal, Intrathecal;PREVENTS;C0751188;Post-Dural Puncture Headaches;9
C0019993;Hospitalization;PREVENTS;C0030201;Pain, Postoperative;13
C0062095;halofuginone;PREVENTS;C0016059;Fibrosis;10
C0025219;Melatonin;PREVENTS;C0007222;Cardiovascular Diseases;7
C0025598;Metformin;PREVENTS;C0011860;Diabetes Mellitus, Non-Insulin-Dependent;52
C0050393;Acarbose;PREVENTS;C0011860;Diabetes Mellitus, Non-Insulin-Dependent;22
C1261322;Assessment procedure;PREVENTS;C0038454;Cerebrovascular accident;16
C0070694;phenylmethylpyrazolone;PREVENTS;C0175677;Injury;29
C0162522;Cholecystectomy, Laparoscopic;PREVENTS;C0032787;Postoperative Complications;6
C0013227;Pharmaceutical Preparations;PREVENTS;C0027497;Nausea;46
C0012854;DNA;PREVENTS;C0012634;Disease;26
C1303140;Problem solving therapy;PREVENTS;C0011581;Depressive disorder;17
C0032143;Alteplase;PREVENTS;C0231170;Disability NOS;17
C0003402;Antioxidants;PREVENTS;C0001511;Adhesions;6
C0020402;hydroxyurea;PREVENTS;C0009566;Complication;31
C0039601;Testosterone;PREVENTS;C0599877;loss\; bone;6
C0042196;Vaccination;PREVENTS;C0243026;Systemic infection;8
C1273869;Intervention regimes;PREVENTS;C0848067;Mental problem;19
C0281187;early detection of cervical cancer;PREVENTS;C0007847;Malignant neoplasm of cervix uteri;29
C0033052;Prenatal care;PREVENTS;C0024032;Low Birth Weights;30
C0947647;Manipulation procedure;PREVENTS;C0038454;Cerebrovascular accident;11
C1533685;Injection procedure;PREVENTS;C0020517;Hypersensitivity;7
C0042210;Vaccines;PREVENTS;C0040592;Trachoma;6
C0002085;Alleles;PREVENTS;C0036341;Schizophrenia;12
C0024706;Manganese;PREVENTS;C0600688;Toxic effect;9
C0004057;Aspirin;PREVENTS;C0087086;Thrombus;67
C1096021;Antiplatelet therapy;PREVENTS;C0087086;Thrombus;17
C0014939;Estrogens;PREVENTS;C0879626;Adverse effects;19
C0073096;resveratrol;PREVENTS;C0015695;Fatty Liver;17
C0243192;agonists;PREVENTS;C0038454;Cerebrovascular accident;17
C0360714;Hydroxymethylglutaryl-CoA Reductase Inhibitors;PREVENTS;C0020443;hypercholesterolemia;11
C0087111;Therapeutic procedure;PREVENTS;C0341439;Chronic liver disease NOS;6
C1533621;pancreas to stomach anastomosis;PREVENTS;C0030290;Pancreatic Fistula;16
C0062637;Hexamethonium;PREVENTS;C1140999;Contraction;10
C0025153;Mefloquine;PREVENTS;C0024530;Malaria;55
C0013227;Pharmaceutical Preparations;PREVENTS;C0002395;Alzheimer's Disease;72
C0013227;Pharmaceutical Preparations;PREVENTS;C0524851;Neurodegenerative Disorders;14
C0087111;Therapeutic procedure;PREVENTS;C0004623;Bacterial Infections;44
C0021107;Implantation procedure;PREVENTS;C0043251;Wounds and Injuries;34
C0003232;Antibiotics;PREVENTS;C0043241;Wound Infection;76
C0027360;Naltrexone;PREVENTS;C0687132;heavy drinking;21
C0042210;Vaccines;PREVENTS;C0555971;Oral infection;7
C0025853;Metoclopramide;PREVENTS;C0027497;Nausea;99
C0025853;Metoclopramide;PREVENTS;C0042963;Vomiting;205
C0013136;Droperidol;PREVENTS;C0027497;Nausea;72
C0013136;Droperidol;PREVENTS;C0042963;Vomiting;159
C0087111;Therapeutic procedure;PREVENTS;C0184567;Acute onset pain;11
C0031184;Perphenazine;PREVENTS;C0520905;Vomiting, Postoperative;7
C0061863;Granisetron;PREVENTS;C0520905;Vomiting, Postoperative;28
C0011777;Dexamethasone;PREVENTS;C0520905;Vomiting, Postoperative;21
C0150184;Cutaneous stimulation;PREVENTS;C0030193;Pain;8
C0034618;Radiation therapy;PREVENTS;C0043352;Xerostomia;26
C0003506;Aortic valve replacement NOS;PREVENTS;C0009566;Complication;10
C0014939;Estrogens;PREVENTS;C0004153;Atherosclerosis;55
C0107103;Brain-Derived Neurotrophic Factor;PREVENTS;C0497327;Dementia;6
C0016410;Folic Acid;PREVENTS;C0002871;Anemia;17
C0302583;Iron;PREVENTS;C0002871;Anemia;99
C0376541;Recombinant Erythropoietin;PREVENTS;C0002871;Anemia;37
C0020740;Ibuprofen;PREVENTS;C0879626;Adverse effects;6
C0070166;clopidogrel;PREVENTS;C0040053;Thrombosis;67
C0085826;Antiplatelet Agents;PREVENTS;C0040053;Thrombosis;35
C1273869;Intervention regimes;PREVENTS;C0018081;Gonorrhea;7
C0087111;Therapeutic procedure;PREVENTS;C0860281;Joint infection;6
C1273869;Intervention regimes;PREVENTS;C0019196;Hepatitis C;8
C0008286;Chlorpromazine;PREVENTS;C0042963;Vomiting;7
C0013931;Embolization, Therapeutic;PREVENTS;C0009566;Complication;98
C0003232;Antibiotics;PREVENTS;C0854403;Implant infection;8
C1273869;Intervention regimes;PREVENTS;C0221198;Lesion;22
C1515075;Supplementation;PREVENTS;C0342649;Vascular calcification;6
C0006086;Braces-Orthopedic appliances;PREVENTS;C0085111;Ankle Injuries;33
C0017817;Glutathione;PREVENTS;C0242606;Oxidative Stress;26
C0087111;Therapeutic procedure;PREVENTS;C0022116;Ischemia;114
C0080306;Vena Cava Filters;PREVENTS;C0524702;Pulmonary Thromboembolisms;25
C0042196;Vaccination;PREVENTS;C0019169;Hepatitis B Virus;28
C0087111;Therapeutic procedure;PREVENTS;C1326912;Tumorigenesis;19
C0022209;isoniazid;PREVENTS;C0151332;Tuberculosis, active;9
C0087111;Therapeutic procedure;PREVENTS;C0151332;Tuberculosis, active;21
C0683092;INTRAVENOUS DRUG;PREVENTS;C0220847;Hepatitis C virus;13
C0162577;Angioplasty;PREVENTS;C0009566;Complication;10
C0036581;Selenium;PREVENTS;C0242606;Oxidative Stress;33
C1532225;Direct thrombin inhibitor;PREVENTS;C0857496;Thromboembolic event;7
C0012582;Dipyridamole;PREVENTS;C0040053;Thrombosis;6
C0087111;Therapeutic procedure;PREVENTS;C0206526;Tuberculosis, Multidrug-Resistant;11
C0184898;Surgical incisions;PREVENTS;C0013604;Edema;7
C0087111;Therapeutic procedure;PREVENTS;C1096106;Wound complication;29
C0043047;Water;PREVENTS;C0016325;Fluoride Poisoning;7
C0278790;dietary intervention;PREVENTS;C0028754;Obesity;38
C0195681;Cerclage, Cervical;PREVENTS;C0151526;Premature Birth;75
C0032950;prednisolone;PREVENTS;C0033687;Proteinuria;13
C0013227;Pharmaceutical Preparations;PREVENTS;C0029445;Bone necrosis;8
C0042210;Vaccines;PREVENTS;C0019247;Hereditary Diseases;11
C0013089;Doxorubicin;PREVENTS;C0600688;Toxic effect;75
C0040616;Anti-Anxiety Agents;PREVENTS;C0016658;Fracture;7
C0043603;amidronate;PREVENTS;C0599877;loss\; bone;54
C0042866;Vitamin D;PREVENTS;C0376358;Malignant neoplasm of prostate;16
C0006055;Botulinum Toxins;PREVENTS;C0009917;Contracture;10
C0013227;Pharmaceutical Preparations;PREVENTS;C0009917;Contracture;10
C0220908;Screening procedure;PREVENTS;C0002418;Amblyopia;8
C1273869;Intervention regimes;PREVENTS;C0149931;Migraine Disorders;9
C0014327;Enteral Nutrition;PREVENTS;C0021311;Infection;15
C0687568;Stents, Vascular, Coronary;PREVENTS;C0040053;Thrombosis;10
C0073188;Rho(D) Immune Globulin;PREVENTS;C0948201;Alloimmunisation;13
C0596577;Flavonoids;PREVENTS;C0151763;Liver damage;6
C0936077;Complementary therapies;PREVENTS;C0879626;Adverse effects;8
C0003364;Antihypertensive Agents;PREVENTS;C0497327;Dementia;18
C0282402;Hormone replacement therapy;PREVENTS;C0497327;Dementia;14
C0074554;Simvastatin;PREVENTS;C0175677;Injury;22
C1096534;Magnesium supplementation;PREVENTS;C0599918;NEPHROTOXICITY;9
C0087111;Therapeutic procedure;PREVENTS;C0029396;Ossification, Heterotopic;34
C0547070;Ablation;PREVENTS;C0009566;Complication;36
C0543467;Operative Surgical Procedures;PREVENTS;C0015376;Extravasation;32
C0547070;Ablation;PREVENTS;C0030193;Pain;18
C0180499;Drain device;PREVENTS;C0021311;Infection;9
C1515089;Surgical Management;PREVENTS;C0543419;Sequela of disorder;6
C0037995;Splenectomy;PREVENTS;C0027651;Neoplasm;6
C0014025;Enalapril;PREVENTS;C0149721;Hypertrophy, Left Ventricular;10
C0017337;Genes;PREVENTS;C0006826;Malignant Neoplasms;17
C0025219;Melatonin;PREVENTS;C0042510;Ventricular Fibrillation;6
C0543467;Operative Surgical Procedures;PREVENTS;C0149663;Dehiscence;6
C0086225;Enteral Feeding;PREVENTS;C0036690;Septicemia;11
C0687732;Prevention;PREVENTS;C0036690;Septicemia;11
C0003232;Antibiotics;PREVENTS;C0151526;Premature Birth;35
C0740166;Hemostasis procedure;PREVENTS;C0009566;Complication;25
C0538927;celecoxib;PREVENTS;C0013604;Edema;9
C0012968;Docosahexaenoic Acids;PREVENTS;C0015695;Fatty Liver;12
C1515075;Supplementation;PREVENTS;C0015695;Fatty Liver;47
C0003320;Antigens;PREVENTS;C0042776;Virus;13
C0857127;Induction;PREVENTS;C0242606;Oxidative Stress;68
C0245109;anakinra;PREVENTS;C0175677;Injury;16
C0024875;Massage;PREVENTS;C0043251;Wounds and Injuries;15
C0087111;Therapeutic procedure;PREVENTS;C0031090;Periodontal Diseases;16
C0034618;Radiation therapy;PREVENTS;C0178874;Neoplasm progression;13
C0087111;Therapeutic procedure;PREVENTS;C0334044;Dysplasia;16
C0376518;Adoptive Transfer;PREVENTS;C0012634;Disease;21
C0087111;Therapeutic procedure;PREVENTS;C0038002;Splenomegaly;19
C0004057;Aspirin;PREVENTS;C0235974;Pancreatic carcinoma;11
C0015259;Exercise;PREVENTS;C0497406;Overweight;25
C0087111;Therapeutic procedure;PREVENTS;C0940931;Complication, hemorrhage;18
C1136254;Microbicides;PREVENTS;C0854403;Implant infection;11
C0010592;Cyclosporine;PREVENTS;C0033687;Proteinuria;43
C0042874;Vitamin E;PREVENTS;C0032285;Pneumonia;8
C0166417;PPAR gamma;PREVENTS;C0021368;Inflammation;22
C0016693;Free Radicals;PREVENTS;C0021368;Inflammation;10
C0582191;Regular exercise;PREVENTS;C0021368;Inflammation;7
C0079427;Tumor Suppressor Genes;PREVENTS;C0596263;Carcinogenesis;7
C0010637;Cystamine;PREVENTS;C0600688;Toxic effect;8
C0178638;Folate;PREVENTS;C1527249;Colorectal Cancer;11
C0003392;Antineoplastic Agents;PREVENTS;C0600688;Toxic effect;38
C0728940;Excision;PREVENTS;C0018133;Graft-vs-Host Disease;13
C0033603;Protamines;PREVENTS;C0009566;Complication;10
C0042210;Vaccines;PREVENTS;C0311392;Physical findings;7
C0017337;Genes;PREVENTS;C0021368;Inflammation;10
C0887895;Vaccines, Acellular;PREVENTS;C0043167;Pertussis;29
C0003968;Ascorbic Acid;PREVENTS;C0012634;Disease;27
C0042874;Vitamin E;PREVENTS;C0012634;Disease;35
C0042890;Vitamins;PREVENTS;C0007222;Cardiovascular Diseases;50
C1273869;Intervention regimes;PREVENTS;C0342257;Complications of Diabetes Mellitus;18
C0087111;Therapeutic procedure;PREVENTS;C0011334;Dental caries;38
C0687732;Prevention;PREVENTS;C0011334;Dental caries;7
C0021641;Insulin;PREVENTS;C0600688;Toxic effect;10
C0003402;Antioxidants;PREVENTS;C0242656;Disease Progression;11
C0243192;agonists;PREVENTS;C0021368;Inflammation;56
C0751429;Surgical Procedures, Laparoscopic;PREVENTS;C0030193;Pain;20
C0028128;Nitric Oxide;PREVENTS;C0600688;Toxic effect;33
C0071097;pioglitazone;PREVENTS;C0011847;Diabetes;17
C0040048;Thromboplastin;PREVENTS;C0040053;Thrombosis;20
C0452415;Diet good;PREVENTS;C0011860;Diabetes Mellitus, Non-Insulin-Dependent;10
C0003015;Angiotensin-Converting Enzyme Inhibitors;PREVENTS;C0033687;Proteinuria;170
C0354604;Oral anticoagulants;PREVENTS;C0857496;Thromboembolic event;33
C0204695;Feeding patient;PREVENTS;C0012634;Disease;11
C0730920;Thymoglobulin;PREVENTS;C0867389;Chronic graft-versus-host disease;6
C0599917;intervention program;PREVENTS;C0028754;Obesity;23
C0599917;intervention program;PREVENTS;C0011847;Diabetes;8
C0087111;Therapeutic procedure;PREVENTS;C0024117;Chronic Obstructive Airway Disease;18
C0040732;Transplantation;PREVENTS;C0277785;Functional disorder;10
C0040732;Transplantation;PREVENTS;C0867389;Chronic graft-versus-host disease;7
C0162768;Fusion Protein;PREVENTS;C0027651;Neoplasm;7
C0019134;Heparin;PREVENTS;C0087086;Thrombus;59
C0042839;Vitamin A;PREVENTS;C0242606;Oxidative Stress;6
C0009586;Comprehensive Health Care;PREVENTS;C0009566;Complication;18
C0009429;Combined Modality Therapy;PREVENTS;C0600688;Toxic effect;53
C0079083;Carboplatin;PREVENTS;C0600688;Toxic effect;18
C0025746;Methylene blue;PREVENTS;C0175677;Injury;8
C0487378;Plasmodium falciparum antigen;PREVENTS;C0024530;Malaria;18
C0009653;Condoms, Male;PREVENTS;C0021311;Infection;114
C0002928;Spinal Anesthesia;PREVENTS;C0011206;Delirium;6
C1515075;Supplementation;PREVENTS;C0016059;Fibrosis;13
C0524865;Reconstructive Surgical Procedures;PREVENTS;C0233494;Tension;10
C0040808;Treatment Protocols;PREVENTS;C0032285;Pneumonia;6
C0025598;Metformin;PREVENTS;C0015695;Fatty Liver;8
C0085387;Cyclooxygenase Inhibitors;PREVENTS;C0021368;Inflammation;7
C0002199;Interferon-alpha;PREVENTS;C0012634;Disease;6
C0206255;Malaria Vaccines;PREVENTS;C0012634;Disease;14
C0087111;Therapeutic procedure;PREVENTS;C0030920;Peptic Ulcer;34
