subject_cui;subject_name;predicate;object_cui;object_name;frequency
C0006675;Calcium;DISRUPTS;C0031715;Phosphorylation;26
C0010531;Cyclic AMP-Dependent Protein Kinases;DISRUPTS;C0031715;Phosphorylation;49
C0282625;src-Family Kinases;DISRUPTS;C0031715;Phosphorylation;15
C0033681;Protein Tyrosine Kinase;DISRUPTS;C0031715;Phosphorylation;6
C0059239|5747;Focal Adhesion Kinase 1|PTK2;DISRUPTS;C0031715;Phosphorylation;8
C0379710;caveolin 1;DISRUPTS;C0230653;Caveolae;6
4888;NPY6R;DISRUPTS;C1150423;kinase activity;12
C0051844|283;angiogenin|ANG;DISRUPTS;C0302600;Angiogenesis;8
C1137338;4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide;DISRUPTS;C0086982;Signal Transduction Pathways;6
C0243192;agonists;DISRUPTS;C0037083;Signal Transduction;17
C1417753|9241;NOG gene|NOG;DISRUPTS;C0086982;Signal Transduction Pathways;6
C0003316;Epitopes;DISRUPTS;C0007634;Cells;17
C0085536;Protein Tyrosine Phosphatase;DISRUPTS;C0018270;Growth;11
C0025219;Melatonin;DISRUPTS;C0007595;Cell Growth;32
C0031678;Phosphoric Monoester Hydrolases;DISRUPTS;C0040649;Transcription, Genetic;6
C1175344;blebbistatin;DISRUPTS;C1149668;myosin ATPase activity;7
C0008838;Cisplatin;DISRUPTS;C0004391;Autophagy;42
C0054594;cannabinoid receptor;DISRUPTS;C0013470;Eating;6
C0065538;magnolol;DISRUPTS;C1140999;Contraction;6
C0007090;Carcinogens;DISRUPTS;C0162638;Apoptosis;33
C0012854;DNA;DISRUPTS;C0597295;Protein Biosynthesis;44
C0009325;Collagen;DISRUPTS;C0024432;macrophage;17
C0008168;Chloramphenicol;DISRUPTS;C0007634;Cells;13
C0023822;High Density Lipoprotein Cholesterol;DISRUPTS;C0032176;Platelet aggregation;6
50943;FOXP3;DISRUPTS;C0018133;Graft-vs-Host Disease;8
C0015879;Ferritin;DISRUPTS;C0018270;Growth;11
C0026882;Mutation;DISRUPTS;C1150298;isomerase activity;8
C0035693;RNA, Double-Stranded;DISRUPTS;C0040711;Translation, Genetic;20
C0006812;Camptothecin;DISRUPTS;C0018270;Growth;41
C0016006;Fibrinogen;DISRUPTS;C0032176;Platelet aggregation;29
C1136240|6198;Ribosomal Protein S6 Kinases, 70-kDa|RPS6KB1;DISRUPTS;C0031715;Phosphorylation;18
C0030054;Oxygen;DISRUPTS;C0018270;Growth;87
C0002598;Amiodarone;DISRUPTS;C0003811;cardiac arrhythmia;21
C0022471;Kainic Acid;DISRUPTS;C0027882;Neurons;19
C0086376;GTP-Binding Proteins;DISRUPTS;C0037083;Signal Transduction;13
C0012634;Disease;DISRUPTS;C0025201;melanocyte;49
C0055729;cilostazol;DISRUPTS;C0032176;Platelet aggregation;36
C0031638;Phosphodiesterase Inhibitors;DISRUPTS;C0032176;Platelet aggregation;13
C0063235;hypotaurine;DISRUPTS;C0243144;uptake;7
C0079427;Tumor Suppressor Genes;DISRUPTS;C0031715;Phosphorylation;7
C0251991;LY 294002;DISRUPTS;C0007620;Cell Survival;24
23411;SIRT1;DISRUPTS;C0162638;Apoptosis;29
C0009262;Colchicine;DISRUPTS;C0007634;Cells;34
C0028040;Nicotine;DISRUPTS;C0007634;Cells;7
C0079904;NF-kappa B;DISRUPTS;C0040649;Transcription, Genetic;53
C0381241;tyrphostin AG-490;DISRUPTS;C0018270;Growth;18
C0031727;Phosphotransferases;DISRUPTS;C0040649;Transcription, Genetic;31
C0014939;Estrogens;DISRUPTS;C0007634;Cells;16
C0600500;Peptide Nucleic Acids;DISRUPTS;C0018270;Growth;26
2048|5594;EPHB2|MAPK1;DISRUPTS;C1518440;Nuclear Translocation;9
C0040549;Toxin;DISRUPTS;C0600688;Toxic effect;21
C0008260;Chlorophyll;DISRUPTS;C0018270;Growth;72
C0060808;fucoxanthin;DISRUPTS;C0018270;Growth;8
C0028910;Oils, Volatile;DISRUPTS;C0023775;Lipid Peroxidation;11
C0002085;Alleles;DISRUPTS;C0005821;Blood Platelets;7
C0916678;brassinazole;DISRUPTS;C1157405;brassinosteroid biosynthesis;21
C0079427;Tumor Suppressor Genes;DISRUPTS;C0596290;Cell Proliferation;121
C0079427;Tumor Suppressor Genes;DISRUPTS;C1154401;cell invasion;12
C0003392;Antineoplastic Agents;DISRUPTS;C0007595;Cell Growth;22
C0666364;TRANCE protein;DISRUPTS;C0029431;Osteoclasts;16
C0010467;Curcumin;DISRUPTS;C0086982;Signal Transduction Pathways;31
C0038179;Starch;DISRUPTS;C0542479;Energy, Physics;6
C0003387;Antimycin A;DISRUPTS;C1325653;Mitochondrial electron transport chain;8
C0035696;RNA, Messenger;DISRUPTS;C0040300;Body tissue;50
C0035608;Rifampin;DISRUPTS;C0243144;uptake;17
C0028910;Oils, Volatile;DISRUPTS;C0018270;Growth;350
C0039705;Tetrodotoxin;DISRUPTS;C0001272;Action Potentials;57
C0597357;receptor;DISRUPTS;C0036572;Seizures;10
C0302583;Iron;DISRUPTS;C1157690;methanogenesis;7
C1328831;antitumor agent;DISRUPTS;C0018270;Growth;18
C0017968;Glycoproteins;DISRUPTS;C0596290;Cell Proliferation;6
C0017968;Glycoproteins;DISRUPTS;C0007634;Cells;27
C0600334;silybin;DISRUPTS;C0007634;Cells;7
C0013227;Pharmaceutical Preparations;DISRUPTS;C0005823;Blood Pressure;281
C0208355;multicatalytic endopeptidase complex;DISRUPTS;C0018270;Growth;21
C1172384|2146;EZH2 protein, human|EZH2;DISRUPTS;C0040649;Transcription, Genetic;9
C0043047;Water;DISRUPTS;C0031164;Permeability;14
C0012854;DNA;DISRUPTS;C0017262;Gene Expression;55
C0017337;Genes;DISRUPTS;C0858952;Silence;23
C1367731|5599;MAPK8 gene|MAPK8;DISRUPTS;C0596290;Cell Proliferation;13
C0142923;Sodium Selenite;DISRUPTS;C0596263;Carcinogenesis;6
C0059438;epigallocatechin gallate;DISRUPTS;C0007595;Cell Growth;35
C0079189;cytokine;DISRUPTS;C0040300;Body tissue;12
C1122962;gefitinib;DISRUPTS;C0031715;Phosphorylation;51
C1334043;Homologous Gene;DISRUPTS;C0018270;Growth;33
C0058330;dioscin;DISRUPTS;C0242606;Oxidative Stress;8
C0142812;SODIUM BUTYRATE;DISRUPTS;C1156201;Histone Deacetylation;10
C0033684;Proteins;DISRUPTS;C0023775;Lipid Peroxidation;7
C1180307;F-Actin;DISRUPTS;C0007608;cell motility;7
C0021740|3458;Recombinant Interferon-gamma|IFNG;DISRUPTS;C0596290;Cell Proliferation;7
C0105770;beta catenin;DISRUPTS;C0040624;Trans-Activation (Genetics);13
6121|7405|8626|10970;RPE65|UVRAG|TP63|CKAP4;DISRUPTS;C0007634;Cells;8
C0014442;Enzymes;DISRUPTS;C0007382;Catalysis;21
C0003009;Angiotensin II;DISRUPTS;C0013123;Water consumption;16
C0669365|4846;NOS3 protein, human|NOS3;DISRUPTS;C0243102;enzyme activity;7
C0008407;Choline O-Acetyltransferase;DISRUPTS;C1284077;Entire hippocampus;25
C0105770;beta catenin;DISRUPTS;C1518440;Nuclear Translocation;16
C0002502;Amiloride;DISRUPTS;C0871786;Internalization;6
C0010738;Cytochalasin D;DISRUPTS;C0871786;Internalization;43
C0020281;Hydrogen Peroxide;DISRUPTS;C0023775;Lipid Peroxidation;32
C0078517;wortmannin;DISRUPTS;C0871786;Internalization;11
C0003250;Monoclonal Antibodies;DISRUPTS;C0003261;Antibody Formation;16
C0025219;Melatonin;DISRUPTS;C0021308;Infarction;7
C0010934;Dactinomycin;DISRUPTS;C0597295;Protein Biosynthesis;61
C0074725;sodium bisulfide;DISRUPTS;C0162638;Apoptosis;20
C0021641;Insulin;DISRUPTS;C0006104;Brain;8
C0056331;Cordycepin;DISRUPTS;C1268819;Induced platelet aggregation;7
C0034392;Quercetin;DISRUPTS;C1150481;PI3K activity;6
C0012854;DNA;DISRUPTS;C0162638;Apoptosis;54
C0003445;Antitoxins;DISRUPTS;C0018270;Growth;11
C1120843;mitogen-activated protein kinase p38;DISRUPTS;C0031715;Phosphorylation;17
C0023764;Lipase;DISRUPTS;C0023796;Lipolysis;19
C0033684;Proteins;DISRUPTS;C0043240;Wound Healing;13
C1527392;Immunomodulators;DISRUPTS;C0021368;Inflammation;8
55107;ANO1;DISRUPTS;C0596290;Cell Proliferation;6
355;FAS;DISRUPTS;C0027651;Neoplasm;9
23411;SIRT1;DISRUPTS;C0021368;Inflammation;6
C0003242;Antibodies, Anti-Idiotypic;DISRUPTS;C0039194;T-Lymphocyte;59
C0208355;multicatalytic endopeptidase complex;DISRUPTS;C0007634;Cells;86
C0379710;caveolin 1;DISRUPTS;C0007634;Cells;8
C0014563;Epinephrine;DISRUPTS;C0018270;Growth;8
C0028351;Norepinephrine;DISRUPTS;C0018270;Growth;10
C0013832;Electrolytes;DISRUPTS;C0011305;Dendrites;44
C1328819;small molecule;DISRUPTS;C0007634;Cells;31
C0016979;Gallic acid;DISRUPTS;C0018270;Growth;52
C0056789;cyclopamine;DISRUPTS;C1155468;smoothened signaling pathway;35
C0079068|4609;c-myc Genes|MYC;DISRUPTS;C0598934;tumor growth;15
C0080065|4609;Proto-Oncogene Proteins c-myc|MYC;DISRUPTS;C0598934;tumor growth;10
C1307407|2475;FRAP1 protein, human|MTOR;DISRUPTS;C0162638;Apoptosis;37
C0009262;Colchicine;DISRUPTS;C0026046;Microtubules;122
C0242209;Sugars;DISRUPTS;C0015852;Fermentation;21
C0041348;Tubulin;DISRUPTS;C0018270;Growth;12
2048|5594;EPHB2|MAPK1;DISRUPTS;C0037083;Signal Transduction;9
C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;DISRUPTS;C0037083;Signal Transduction;20
C0041348;Tubulin;DISRUPTS;C0598934;tumor growth;6
C0526881;solamargine;DISRUPTS;C0018270;Growth;27
C0107103;Brain-Derived Neurotrophic Factor;DISRUPTS;C0006104;Brain;15
C0577749;Phytochemical;DISRUPTS;C0018270;Growth;30
C0056580;cucurbitacin B;DISRUPTS;C0018270;Growth;22
C0699857;Nitrate;DISRUPTS;C0005823;Blood Pressure;17
C0040549;Toxin;DISRUPTS;C0596290;Cell Proliferation;16
C0876926;Traumatic Brain Injury;DISRUPTS;C0004391;Autophagy;18
C0876926;Traumatic Brain Injury;DISRUPTS;C0162638;Apoptosis;13
2965|8878|10657|23636|51164;GTF2H1|SQSTM1|KHDRBS1|NUP62|DCTN4;DISRUPTS;C0007634;Cells;19
C0003250;Monoclonal Antibodies;DISRUPTS;C0007608;cell motility;21
C1537799|406937;MIRN145 gene|MIR145;DISRUPTS;C0598934;tumor growth;6
C0060808;fucoxanthin;DISRUPTS;C0007620;Cell Survival;7
C0107103;Brain-Derived Neurotrophic Factor;DISRUPTS;C1284077;Entire hippocampus;26
C0002607;Ammonia;DISRUPTS;C0233929;Emission;10
C0599933|5970|6857|64689|65125;p65|RELA|SYT1|GORASP1|WNK1;DISRUPTS;C1518440;Nuclear Translocation;42
C0020281;Hydrogen Peroxide;DISRUPTS;C0007620;Cell Survival;47
C0080222|7040;TGFB1 protein, human|TGFB1;DISRUPTS;C0021368;Inflammation;18
C0021463;INHIBIN;DISRUPTS;C1325889;follicle-stimulating hormone secretion;51
C0013227;Pharmaceutical Preparations;DISRUPTS;C0038250;Stem cells;27
C0541315;everolimus;DISRUPTS;C0007595;Cell Growth;8
C0021701;Integrins;DISRUPTS;C0037083;Signal Transduction;6
C0013227;Pharmaceutical Preparations;DISRUPTS;C0005821;Blood Platelets;57
1735;DIO3;DISRUPTS;C0018270;Growth;31
C0033684;Proteins;DISRUPTS;C0431085;[M]Unspecified tumor cell NOS;23
C0076823;atomoxetine;DISRUPTS;C1457887;Symptoms;8
C0041491|7054;Tyrosine 3-Monooxygenase|TH;DISRUPTS;C0162512;Neostriatum;16
C0017906;Glycoconjugates;DISRUPTS;C0018270;Growth;6
C0939537;Imatinib mesylate;DISRUPTS;C0018270;Growth;15
C0041491|7054;Tyrosine 3-Monooxygenase|TH;DISRUPTS;C1269578;Entire substantia nigra;13
C0935989;imatinib;DISRUPTS;C1150423;kinase activity;51
C0083701;naftopidil;DISRUPTS;C1140999;Contraction;11
C1136031;RNA Interference;DISRUPTS;C0031715;Phosphorylation;49
C0028910;Oils, Volatile;DISRUPTS;C0029957;Oviposition;8
C0003241;Antibodies;DISRUPTS;C1325847;Sensitization;11
C0006931;Capsaicin;DISRUPTS;C0042401;Vasodilation;10
C0020731;Pertussis Toxin;DISRUPTS;C0042401;Vasodilation;8
C0597357;receptor;DISRUPTS;C0042401;Vasodilation;9
C1569108;URB 597;DISRUPTS;C0020291;Hydrolysis;15
C0012691;Dislocations;DISRUPTS;C0022122;Bone structure of ischium;15
C0035696;RNA, Messenger;DISRUPTS;C1515670;mRNA Expression;8
C0001962;Ethanol;DISRUPTS;C0018270;Growth;163
C1101610;MicroRNAs;DISRUPTS;C0040649;Transcription, Genetic;55
C0036584;Selenomethionine;DISRUPTS;C0018270;Growth;12
C0070558;phenethyl isothiocyanate;DISRUPTS;C0018270;Growth;42
C0070558;phenethyl isothiocyanate;DISRUPTS;C0007595;Cell Growth;14
C0001962;Ethanol;DISRUPTS;C0597879;Immunoreactivity;10
C1136254;Microbicides;DISRUPTS;C1325881;biofilm formation;35
C0021761;Interleukin-7;DISRUPTS;C0162638;Apoptosis;10
C0387583;cyclooxygenase 2;DISRUPTS;C0021368;Inflammation;19
C0006632;Cadmium;DISRUPTS;C0004391;Autophagy;8
C0017725;Glucose;DISRUPTS;C1256369;insulin secretion;104
C0174680|595;Cyclin D1|CCND1;DISRUPTS;C0007634;Cells;60
C1333913|3151;HMGN2 gene|HMGN2;DISRUPTS;C0018270;Growth;6
C0034818|3643;Insulin Receptor|INSR;DISRUPTS;C0031715;Phosphorylation;13
C0033607;Protease Inhibitor;DISRUPTS;C0018270;Growth;38
C1332714|920;CD4 gene|CD4;DISRUPTS;C0007634;Cells;52
C0023779;Lipids;DISRUPTS;C0038887;Surface Tension;24
C0077938;ursolic acid;DISRUPTS;C1325881;biofilm formation;7
C1171362;Protein Expression;DISRUPTS;C1153488;apoptogenic cytochrome c release channel activity;8
C0887909;RNA, Untranslated;DISRUPTS;C0596290;Cell Proliferation;6
C0860204;Cholestatic liver disease;DISRUPTS;C0086597;Mediating;8
C1257880;Linoleic Acids, Conjugated;DISRUPTS;C0007595;Cell Growth;8
C0009262;Colchicine;DISRUPTS;C1156032;Microtubule Polymerization;26
C0033713;Proto-Oncogenes;DISRUPTS;C0162638;Apoptosis;40
C0040302;Titanium;DISRUPTS;C1325881;biofilm formation;11
C0013227;Pharmaceutical Preparations;DISRUPTS;C0007595;Cell Growth;153
C0016360;Fluorouracil;DISRUPTS;C0007620;Cell Survival;35
C0069717;oxaliplatin;DISRUPTS;C0007620;Cell Survival;6
C1334468|4087;SMAD2 gene|SMAD2;DISRUPTS;C0031715;Phosphorylation;11
C0162772;Reactive Oxygen Species;DISRUPTS;C0012860;DNA Damage;17
C0012804;Diuron;DISRUPTS;C0013846;Electron Transport;20
C0079419|7157;TP53 gene|TP53;DISRUPTS;C0007581;Cell Aging;12
C0006938;Captopril;DISRUPTS;C0018270;Growth;11
C0079419|7157;TP53 gene|TP53;DISRUPTS;C0231337;Senility;26
C0385181;ginsenoside Rg3;DISRUPTS;C0018270;Growth;16
2048|5594;EPHB2|MAPK1;DISRUPTS;C0007634;Cells;53
C0025831;Methyltransferase;DISRUPTS;C0007634;Cells;6
C0013227;Pharmaceutical Preparations;DISRUPTS;C0011065;Cessation of life;64
6935;ZEB1;DISRUPTS;C0007634;Cells;11
9839;ZEB2;DISRUPTS;C0007634;Cells;7
C0070166;clopidogrel;DISRUPTS;C1268819;Induced platelet aggregation;64
C0577749;Phytochemical;DISRUPTS;C0006826;Malignant Neoplasms;15
C1120843|1398|1432|5594|7965|9402|10598|26073;mitogen-activated protein kinase p38|CRK|MAPK14|MAPK1|AIMP2|GRAP2|AHSA1|POLDIP2;DISRUPTS;C0031715;Phosphorylation;41
C0038792;Sulindac;DISRUPTS;C1326912;Tumorigenesis;18
C0006948;Carbamates;DISRUPTS;C0018270;Growth;7
C0101406;acyclic retinoid;DISRUPTS;C0018270;Growth;25
C1334889;NOTCH1 gene;DISRUPTS;C0007634;Cells;10
C0035339;Retinoids;DISRUPTS;C0018270;Growth;159
C0126732;I Kappa B-Alpha;DISRUPTS;C1155266;Inflammatory Response;6
C0174680|595;Cyclin D1|CCND1;DISRUPTS;C0018270;Growth;42
C0068450;naringenin;DISRUPTS;C0018270;Growth;24
C0359916;Phenolics;DISRUPTS;C0020291;Hydrolysis;7
C0069676;osteopontin;DISRUPTS;C0598934;tumor growth;8
C0003241;Antibodies;DISRUPTS;C0332448;Infiltration;10
C0074554;Simvastatin;DISRUPTS;C0035203;Respiration;7
C1335281|5770;PTPN1 gene|PTPN1;DISRUPTS;C0031715;Phosphorylation;6
C0006556;DNA, Complementary;DISRUPTS;C0596290;Cell Proliferation;9
C1384115;Nitrite;DISRUPTS;C0008266;Chloroplasts;7
C0003402;Antioxidants;DISRUPTS;C0596263;Carcinogenesis;32
C0010467;Curcumin;DISRUPTS;C0006826;Malignant Neoplasms;15
C1448177|7124;TNF protein, human|TNF;DISRUPTS;C0038435;Stress;7
C0023810;Lipopolysaccharides;DISRUPTS;C0024432;macrophage;30
C0023810;Lipopolysaccharides;DISRUPTS;C0026473;monocyte;13
C0912024;Apigenin;DISRUPTS;C0596290;Cell Proliferation;33
C0017710;Glucocorticoids;DISRUPTS;C1159974;osteoblast differentiation;7
C0002607;Ammonia;DISRUPTS;C0007595;Cell Growth;10
C0206359;Isothiocyanates;DISRUPTS;C0018270;Growth;18
C1099354;RNA, Small Interfering;DISRUPTS;C0153676;Secondary malignant neoplasm of lung;8
C0027138;Myristic Acid;DISRUPTS;C0018270;Growth;6
C0010467;Curcumin;DISRUPTS;C0598934;tumor growth;91
C0033487;Propofol;DISRUPTS;C0006104;Brain;6
C0065335;lycorine;DISRUPTS;C0018270;Growth;16
C0003242;Antibodies, Anti-Idiotypic;DISRUPTS;C0007608;cell motility;43
C0376613;Vaccines, DNA;DISRUPTS;C0018270;Growth;9
C0162772;Reactive Oxygen Species;DISRUPTS;C0007634;Cells;144
C0105770;beta catenin;DISRUPTS;C0018270;Growth;59
C0360714;Hydroxymethylglutaryl-CoA Reductase Inhibitors;DISRUPTS;C0008633;Chromosomes;17
C0172341;pervanadate;DISRUPTS;C0013081;Down-Regulation;8
C1367307|6774;STAT3 gene|STAT3;DISRUPTS;C0162638;Apoptosis;42
C1328819;small molecule;DISRUPTS;C0007595;Cell Growth;15
C0075193;Staurosporine;DISRUPTS;C0007595;Cell Growth;6
C0008260;Chlorophyll;DISRUPTS;C0031764;Photosynthesis;52
C0080222|7040;TGFB1 protein, human|TGFB1;DISRUPTS;C0596290;Cell Proliferation;80
C0022023;Ions;DISRUPTS;C0001272;Action Potentials;7
C0001962;Ethanol;DISRUPTS;C0020291;Hydrolysis;25
C0028908;Oils;DISRUPTS;C0007634;Cells;14
C0384648;Interleukin-17;DISRUPTS;C0598934;tumor growth;9
C0013714;Egtazic Acid;DISRUPTS;C0243102;enzyme activity;24
C0035679;RNA Polymerase II;DISRUPTS;C0040649;Transcription, Genetic;25
C1420699|7942;TFEB gene|TFEB;DISRUPTS;C0004391;Autophagy;10
C0079419|7157;TP53 gene|TP53;DISRUPTS;C1519751;Ubiquitination;25
C0001962;Ethanol;DISRUPTS;C0814002;Neural Development;41
C0004057;Aspirin;DISRUPTS;C0001511;Adhesions;14
C0034392;Quercetin;DISRUPTS;C0001511;Adhesions;8
C0075193;Staurosporine;DISRUPTS;C0085416;Respiratory Burst;9
C0796392;bevacizumab;DISRUPTS;C0018270;Growth;35
5290|5291|5293|5294;PIK3CA|PIK3CB|PIK3CD|PIK3CG;DISRUPTS;C0031715;Phosphorylation;31
C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;DISRUPTS;C0041904;Up-Regulation (Physiology);17
C0041368;Tumor Necrosis Factors;DISRUPTS;C0041296;Tuberculosis;17
C0603602;methylselenic acid;DISRUPTS;C0007595;Cell Growth;8
C0603602;methylselenic acid;DISRUPTS;C0018270;Growth;11
142|1302;PARP1|COL11A2;DISRUPTS;C0007600;Cell Line;7
C0030956;Peptides;DISRUPTS;C0007634;Cells;54
C0172537;Gelatinase A;DISRUPTS;C0004799;Basement membrane;18
C0014442;Enzymes;DISRUPTS;C0007634;Cells;57
C0172537;Gelatinase A;DISRUPTS;C0015350;Extracellular Matrix;23
C0036751;Serotonin;DISRUPTS;C0027882;Neurons;78
C0009325;Collagen;DISRUPTS;C0016030;Fibroblasts;70
C0040845;Tretinoin;DISRUPTS;C1516170;Cancer Cell Growth;8
C0003290;Antidepressive Agents, Tricyclic;DISRUPTS;C0599702;reuptake;23
C0028247;Nocodazole;DISRUPTS;C0026046;Microtubules;65
C0028144;nitrobenzene;DISRUPTS;C1456803;Ultrasonics;8
C0733470|3439;human leukocyte interferon|IFNA1;DISRUPTS;C0596402;cytotoxicity;7
C0699251|7504|22861;Fluimucil|XK|NLRP1;DISRUPTS;C0162638;Apoptosis;31
C1257855;Xanthones;DISRUPTS;C0018270;Growth;12
C0012854;DNA;DISRUPTS;C0221198;Lesion;11
C0013089;Doxorubicin;DISRUPTS;C0017952;Glycolysis;7
C1101610;MicroRNAs;DISRUPTS;C0007586;Cell Cycle;9
C0050668;Activins;DISRUPTS;C0007634;Cells;8
C0011860;Diabetes Mellitus, Non-Insulin-Dependent;DISRUPTS;C0030281;Structure of beta Cell of islet;17
C0077274;triptolide;DISRUPTS;C0007595;Cell Growth;20
C0010654;Cysteine;DISRUPTS;C1140999;Contraction;6
C1099354;RNA, Small Interfering;DISRUPTS;C1171362;Protein Expression;59
C0035668;RNA;DISRUPTS;C1171362;Protein Expression;9
C0009325;Collagen;DISRUPTS;C0029433;Osteogenesis;8
C0007012;Carbon Dioxide;DISRUPTS;C0007634;Cells;14
C0599786;Pollutant;DISRUPTS;C0007634;Cells;17
C0008377;Cholesterol;DISRUPTS;C0025245;Membrane Fluidity;9
C1101610;MicroRNAs;DISRUPTS;C0178874;Neoplasm progression;10
C0077274;triptolide;DISRUPTS;C0031715;Phosphorylation;11
C0030054;Oxygen;DISRUPTS;C0007587;Cell Death;7
C0085295;Interleukin-10;DISRUPTS;C0008767;Cicatrix;8
C0037663;Somatotropin;DISRUPTS;C0040649;Transcription, Genetic;8
C0285558|207;RAC-Alpha Serine/Threonine Kinase|AKT1;DISRUPTS;C0031715;Phosphorylation;21
C0728747;trastuzumab;DISRUPTS;C0007595;Cell Growth;18
C1099354;RNA, Small Interfering;DISRUPTS;C1516170;Cancer Cell Growth;33
C0001962;Ethanol;DISRUPTS;C0678903;Neuronal Transmission;21
C0006353;Buffers;DISRUPTS;C0018270;Growth;21
C0040952;Trichothecenes;DISRUPTS;C0597295;Protein Biosynthesis;23
C0015505;Factor VIIa;DISRUPTS;C0520996;Anticoagulant effect;7
C0042874;Vitamin E;DISRUPTS;C0023775;Lipid Peroxidation;134
C0035693;RNA, Double-Stranded;DISRUPTS;C0017262;Gene Expression;55
C1305923;Polypeptides;DISRUPTS;C0007634;Cells;35
C0003403;Antipain;DISRUPTS;C0243102;enzyme activity;11
C1367731|5599;MAPK8 gene|MAPK8;DISRUPTS;C0162638;Apoptosis;100
C0034392;Quercetin;DISRUPTS;C0162638;Apoptosis;56
C0175677;Injury;DISRUPTS;C0178784;Organ;8
C1367307|6774;STAT3 gene|STAT3;DISRUPTS;C0018270;Growth;68
C0670896;Toll-like receptors;DISRUPTS;C0162638;Apoptosis;6
C0032535;Polymyxin B;DISRUPTS;C0018270;Growth;25
C0242643;P-Glycoprotein;DISRUPTS;C0006104;Brain;10
C0017710;Glucocorticoids;DISRUPTS;C0814002;Neural Development;27
C1451465|1398;CRK protein, human|CRK;DISRUPTS;C0021368;Inflammation;7
C0016055;Fibronectins;DISRUPTS;C0016030;Fibroblasts;6
C0035696;RNA, Messenger;DISRUPTS;C1519613;Translation Initiation;11
C0032483;Polyethylene Glycols;DISRUPTS;C0018270;Growth;17
C0038179;Starch;DISRUPTS;C0020291;Hydrolysis;16
C0009325;Collagen;DISRUPTS;C0024109;Lung;7
C0033684;Proteins;DISRUPTS;C0596290;Cell Proliferation;81
C0001047;Acetylcysteine;DISRUPTS;C0243144;uptake;7
C0009325;Collagen;DISRUPTS;C0175677;Injury;9
C0017628;Glyburide;DISRUPTS;C0596901;Membrane;7
C0597551;synthetic peptide;DISRUPTS;C0018270;Growth;25
C0078517;wortmannin;DISRUPTS;C0243144;uptake;18
C0073096;resveratrol;DISRUPTS;C0700080;Vascular proliferation;7
C1516463;Chemopreventive Agent;DISRUPTS;C0175677;Injury;6
C0166417;PPAR gamma;DISRUPTS;C1326120;cell activation;7
C0013227;Pharmaceutical Preparations;DISRUPTS;C0007588;Cell Degranulation;8
C0028908;Oils;DISRUPTS;C0021368;Inflammation;18
C0031727;Phosphotransferases;DISRUPTS;C1150423;kinase activity;59
C0012634;Disease;DISRUPTS;C0162638;Apoptosis;48
C0020281;Hydrogen Peroxide;DISRUPTS;C1140999;Contraction;13
C0017765;Glucosides;DISRUPTS;C1155266;Inflammatory Response;6
C1335212|5290;PIK3CA gene|PIK3CA;DISRUPTS;C0018270;Growth;6
C0028128;Nitric Oxide;DISRUPTS;C1140999;Contraction;78
C0285890;alpha-Synuclein;DISRUPTS;C0600688;Toxic effect;11
C1504598;Crosstalk;DISRUPTS;C0037080;Signal Pathways;7
C0021658;Insulin, Isophane;DISRUPTS;C0020615;hypoglycemia;6
C1336014;Small RNA;DISRUPTS;C0040711;Translation, Genetic;76
C0080054|983;CDC2 Protein Kinase|CDK1;DISRUPTS;C0031715;Phosphorylation;11
C0009968;Copper;DISRUPTS;C0600688;Toxic effect;9
C0084866;tripterine;DISRUPTS;C0018270;Growth;31
C0175677;Injury;DISRUPTS;C0019868;Homeostasis;18
C0022625;Ketoconazole;DISRUPTS;C0026030;Microsomes, Liver;14
C0055809;citral;DISRUPTS;C1325881;biofilm formation;7
C0071649;polyphenols;DISRUPTS;C1325881;biofilm formation;13
C1448177|7124;TNF protein, human|TNF;DISRUPTS;C0086982;Signal Transduction Pathways;10
C0006812;Camptothecin;DISRUPTS;C0334227;Tumor cells, malignant;8
C0008377;Cholesterol;DISRUPTS;C0037083;Signal Transduction;6
C0016343;Floxuridine;DISRUPTS;C0018270;Growth;27
C0021311;Infection;DISRUPTS;C0024264;Lymphocyte;12
C0163305;pyrrolidine dithiocarbamate;DISRUPTS;C0018270;Growth;12
C0939537;Imatinib mesylate;DISRUPTS;C1150423;kinase activity;31
C0004320;Auranofin;DISRUPTS;C0018270;Growth;20
C0969677;alpha Tocopherol;DISRUPTS;C0162638;Apoptosis;15
C0060060;fangchinoline;DISRUPTS;C0596290;Cell Proliferation;7
C0080222|7040;TGFB1 protein, human|TGFB1;DISRUPTS;C0007634;Cells;61
C0085295;Interleukin-10;DISRUPTS;C0007634;Cells;29
C1171892|7422;VEGF protein, human|VEGFA;DISRUPTS;C0007634;Cells;53
C0003762;ARGINASE;DISRUPTS;C0018270;Growth;9
C0041236;TRYPSIN;DISRUPTS;C0030274;Pancreas;9
C0013227;Pharmaceutical Preparations;DISRUPTS;C1160602;cholesterol absorption;10
C0003161;Anthocyanins;DISRUPTS;C0242606;Oxidative Stress;16
C1541553;opioid growth factor;DISRUPTS;C0007590;Cell division;8
C0012634;Disease;DISRUPTS;C0007634;Cells;98
C0694888|5728;PTEN gene|PTEN;DISRUPTS;C0086982;Signal Transduction Pathways;8
