subject_cui;subject_name;predicate;object_cui;object_name;frequency
C0729502;Chemotherapeutic agent;STIMULATES;C0079419|7157;TP53 gene|TP53;10
C0016194;Flagellin;STIMULATES;C0079189;cytokine;22
C0007004;Carbohydrates;STIMULATES;C0017725;Glucose;18
C0023810;Lipopolysaccharides;STIMULATES;C1121402;interleukin-12 subunit p40;35
C1321919|7099;TLR4 protein, human|TLR4;STIMULATES;C0597357;receptor;9
10682;EBP;STIMULATES;C0021760;Interleukin-6;6
C0243192;agonists;STIMULATES;C0669365|4846;NOS3 protein, human|NOS3;53
C0010762;Cytochrome P450;STIMULATES;C0162772;Reactive Oxygen Species;6
C0015980;Interferon-beta;STIMULATES;C0079904;NF-kappa B;11
C0015980;Interferon-beta;STIMULATES;C1366394|6776;STAT5A protein, human|STAT5A;7
C0297666;SB 203580;STIMULATES;C0023810;Lipopolysaccharides;7
C0021403;Influenza virus vaccine;STIMULATES;C0042210;Vaccines;8
C0030234;Palmitic Acid;STIMULATES;C0162772;Reactive Oxygen Species;31
C0040374;Tolbutamide;STIMULATES;C0017725;Glucose;14
C1101536;Interleukin 2 Receptor, Alpha;STIMULATES;C0021756;Interleukin-2;11
C0258823;protein kinase D;STIMULATES;C0031715;Phosphorylation;11
C0021753;Interleukin-1 beta;STIMULATES;C0128897;Monocyte Chemoattractant Protein-1;59
C0079189;cytokine;STIMULATES;C1335877|6778;STAT6 gene|STAT6;12
C0034783;Adrenergic Receptor;STIMULATES;C0022245;Isoproterenol;10
C0022023;Ions;STIMULATES;C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;21
C0070403;perfluorooctanoic acid;STIMULATES;C0166415;PPAR alpha;28
C0021747;Interferons;STIMULATES;C0018296;Guanosine Triphosphate Phosphohydrolases;44
C1336636|7099;TLR4 gene|TLR4;STIMULATES;C1451465|1398;CRK protein, human|CRK;7
C0019796;HMGB1 Protein;STIMULATES;C0007634;Cells;37
4615;MYD88;STIMULATES;C1336636|7099;TLR4 gene|TLR4;27
C0033684;Proteins;STIMULATES;C0017710;Glucocorticoids;9
C0017337;Genes;STIMULATES;C0017710;Glucocorticoids;7
C0162772;Reactive Oxygen Species;STIMULATES;C1333573|2309;FOXO3A gene|FOXO3;10
C1367471|926;CD8B1 gene|CD8B;STIMULATES;C0039198;Regulatory T-Lymphocytes;12
C0040018;Thrombin;STIMULATES;C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;17
C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;STIMULATES;C1333573|2309;FOXO3A gene|FOXO3;17
1026|9338|27065|644914;CDKN1A|TCEAL1|NSG1|H3F3AP6;STIMULATES;C0162772;Reactive Oxygen Species;6
C0023810;Lipopolysaccharides;STIMULATES;C0033382;Proline;42
C0023810;Lipopolysaccharides;STIMULATES;C0243192;agonists;14
C1565319|10097|23452|57379;Actin-Related Protein 2-3 Complex|ACTR2|ANGPTL2|AICDA;STIMULATES;C0001271;Actins;34
C0036751;Serotonin;STIMULATES;C0034783;Adrenergic Receptor;20
C0145745;1-phenyl-2-decanoylamino-3-morpholino-1-propanol;STIMULATES;C0007745;Ceramides;9
C0035668;RNA;STIMULATES;C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;6
5884;RAD17;STIMULATES;C0812250|1112;CHES1 gene|FOXN3;6
C0015684;Fatty Acids;STIMULATES;C0017337;Genes;35
C0038774;Sulfur;STIMULATES;C0017337;Genes;6
C0079189;cytokine;STIMULATES;C0165519;Gelatinase B;22
C1448177|7124;TNF protein, human|TNF;STIMULATES;C0165519;Gelatinase B;221
C0014264;Endotoxins;STIMULATES;C0063695;Intercellular adhesion molecule 1;15
C0220839;Glutamate;STIMULATES;C1152805;N-methyl-D-aspartate selective glutamate receptor activity;14
C1335207|5228;PGF gene|PGF;STIMULATES;C0031715;Phosphorylation;17
C0017824;Glutathione Reductase;STIMULATES;C0038838;Superoxide Dismutase;17
C0383327;Interleukin-18;STIMULATES;114548;NLRP3;12
C1448177|7124;TNF protein, human|TNF;STIMULATES;C1519751;Ubiquitination;16
C0250939|392;rho GTPase-activating protein|ARHGAP1;STIMULATES;C0812234|387;RHOA gene|RHOA;6
C0023828;Liposomes;STIMULATES;C0051980|959;anti-IgM|CD40LG;7
C0079189;cytokine;STIMULATES;C0040648;TRANSCRIPTION FACTOR;128
C0023810;Lipopolysaccharides;STIMULATES;C0751608;cDNA Library;14
C0167627|959;CD40 Ligand|CD40LG;STIMULATES;C0007634;Cells;32
C0755562;U 0126;STIMULATES;C0752312;Mitogen-Activated Protein Kinases;20
C1513344;Mitogen-Activated Protein Kinase Inhibitor;STIMULATES;C0752312;Mitogen-Activated Protein Kinases;17
440275;EIF2AK4;STIMULATES;C0007634;Cells;7
C0063695;Intercellular adhesion molecule 1;STIMULATES;C1257792;Vascular Endothelial Cells;7
C0063695;Intercellular adhesion molecule 1;STIMULATES;C0026473;monocyte;14
C0078056;Vascular Cell Adhesion Molecule-1;STIMULATES;C0026473;monocyte;9
C0078056;Vascular Cell Adhesion Molecule-1;STIMULATES;C1257792;Vascular Endothelial Cells;6
C1456380|1432;MAPK14 protein, human|MAPK14;STIMULATES;C0031715;Phosphorylation;39
C0001455;Cyclic AMP;STIMULATES;C0033640;PROTEIN KINASE;339
C0007412;Catecholamines;STIMULATES;C0034783;Adrenergic Receptor;79
C1448177|7124;TNF protein, human|TNF;STIMULATES;C0037080;Signal Pathways;49
C0013227;Pharmaceutical Preparations;STIMULATES;C0207262;5'-AMP-activated protein kinase;11
C0027754|4803;Nerve Growth Factors|NGF;STIMULATES;C0040648;TRANSCRIPTION FACTOR;6
C0007367;CATALASE;STIMULATES;C0022209;isoniazid;6
C0027021;Peroxidase;STIMULATES;C0022209;isoniazid;26
C0167627|959;CD40 Ligand|CD40LG;STIMULATES;C0039194;T-Lymphocyte;173
C0032594;Polysaccharides;STIMULATES;C0021756;Interleukin-2;18
C0006674;Calcitriol;STIMULATES;C0020364;Mixed Function Oxygenases;6
C0042172;E-Cadherin;STIMULATES;C0042666|7431;Vimentin|VIM;15
C1456820|7124;Tumor Necrosis Factor-alpha|TNF;STIMULATES;C0022567;keratinocyte;12
50507;NOX4;STIMULATES;C0020281;Hydrogen Peroxide;7
C0079459;Granulocyte Colony-Stimulating Factor;STIMULATES;C0023810;Lipopolysaccharides;14
C0079460;Granulocyte-Macrophage Colony-Stimulating Factor;STIMULATES;C0023810;Lipopolysaccharides;26
C0061928;GTPase-Activating Proteins;STIMULATES;C1366537|998;CDC42 gene|CDC42;6
C0012472;Dinoprostone;STIMULATES;5731;PTGER1;26
C0022634;Ketones;STIMULATES;C0001992;Aldehydes;6
C0963088;interleukin-23;STIMULATES;C0031715;Phosphorylation;8
C0021641;Insulin;STIMULATES;C0017742;Glucose Transporter;78
C0021760;Interleukin-6;STIMULATES;C0031727;Phosphotransferases;13
C0021760;Interleukin-6;STIMULATES;C0248813|3725;JNK Mitogen-Activated Protein Kinases|JUN;9
C0036751;Serotonin;STIMULATES;C0031621;Phosphatidylinositols;74
C0031727;Phosphotransferases;STIMULATES;C0669365|4846;NOS3 protein, human|NOS3;22
C0243044;HSP90 Heat-Shock Proteins;STIMULATES;C0669365|4846;NOS3 protein, human|NOS3;20
C0079633;Interleukin-8;STIMULATES;C0031727;Phosphotransferases;11
C0387583;cyclooxygenase 2;STIMULATES;C0031727;Phosphotransferases;6
C0669365|4846;NOS3 protein, human|NOS3;STIMULATES;C0007634;Cells;25
C0016904;gamma-Aminobutyric Acid;STIMULATES;C0351745;Tonics;29
C0029923;Ovalbumin;STIMULATES;C0039195;T-Lymphocytes, Cytotoxic;23
C1445578;recombinant human bone morphogenetic protein-2;STIMULATES;C1149888;alkaline phosphatase activity;16
C0282554;chemokine;STIMULATES;C0014597;Epithelial Cells;13
C0174680;Cyclin D1;STIMULATES;1026|9338|27065|644914;CDKN1A|TCEAL1|NSG1|H3F3AP6;13
C0079068|4609;c-myc Genes|MYC;STIMULATES;1026|9338|27065|644914;CDKN1A|TCEAL1|NSG1|H3F3AP6;15
C0079068|4609;c-myc Genes|MYC;STIMULATES;3429|5715|10534|10671|51014;IFI27|PSMD9|SSSCA1|DCTN6|TMED7;16
C0664336;survivin;STIMULATES;1026|9338|27065|644914;CDKN1A|TCEAL1|NSG1|H3F3AP6;11
C0702172;Alar;STIMULATES;C0072497;protoporphyrin IX;105
C0000097;1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine;STIMULATES;C0013030;Dopamine;119
1942;EFNA1;STIMULATES;C1333337|1969;EPHA2 gene|EPHA2;7
C0015980|3439;Interferon-beta|IFNA1;STIMULATES;C0017337;Genes;42
C0623362;Matrix Metalloproteinases;STIMULATES;C0206116;Microglia;7
C0897640;tanshinone II A;STIMULATES;C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;8
C0021753;Interleukin-1 beta;STIMULATES;C0206116;Microglia;156
C0001962;Ethanol;STIMULATES;C0001942;Alcohol dehydrogenase;15
80312;TET1;STIMULATES;C0012854;DNA;11
C0033684;Proteins;STIMULATES;C0597304;Proteolysis;14
C0699919|1508;Cathepsins B|CTSB;STIMULATES;C0041243;Trypsinogen;42
C0004358;Autoantibodies;STIMULATES;C0034844;Thyrotropin Receptor;26
C0027303;NADP;STIMULATES;C0015540;Flavin-Adenine Dinucleotide;15
C0003018;Angiotensins;STIMULATES;C0237795;Pressors;11
C0015688;Fatty Acids, Nonesterified;STIMULATES;C0669365|4846;NOS3 protein, human|NOS3;13
C0015982;Fibrin;STIMULATES;5340;PLG;6
C1321919|7099;TLR4 protein, human|TLR4;STIMULATES;C0079904;NF-kappa B;82
C0019134;Heparin;STIMULATES;C0015688;Fatty Acids, Nonesterified;82
C0023779;Lipids;STIMULATES;C0015688;Fatty Acids, Nonesterified;34
C0243042;Inflammation Mediators;STIMULATES;C0079904;NF-kappa B;57
C0015688;Fatty Acids, Nonesterified;STIMULATES;C0079904;NF-kappa B;7
C0907648;Ephrin Receptor EphB1;STIMULATES;C0033684;Proteins;8
C0032136;Plasmids;STIMULATES;C0017337;Genes;33
C0538674;Heme Oxygenase-1;STIMULATES;C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;12
C0030233;Palmitates;STIMULATES;344901;OSTN;8
C0522102;Fatty Acids, Saturated;STIMULATES;C0079189;cytokine;7
C0017725;Glucose;STIMULATES;C0251860;Src homology 2 domain-containing, transforming protein 1, 66 kDa isoform;10
C0014442;Enzymes;STIMULATES;C0033554;Prostaglandins;7
C0525037|1029;CDKN2A gene|CDKN2A;STIMULATES;C0079427;Tumor Suppressor Genes;8
C1366394|6776;STAT5A protein, human|STAT5A;STIMULATES;C0007634;Cells;22
C1367307|6774;STAT3 gene|STAT3;STIMULATES;C0007634;Cells;86
C0035681|100616102|100862685|100862688;DNA-Directed RNA Polymerase|ERVK-9|ERVK-19|ERVK-11;STIMULATES;C0035668;RNA;7
3107;HLA-C;STIMULATES;C0011306;Dendritic Cells;7
C0021756;Interleukin-2;STIMULATES;C0011306;Dendritic Cells;32
7124;TNF;STIMULATES;C0024432;macrophage;18
C0028928;Oleic Acid;STIMULATES;C0162772;Reactive Oxygen Species;10
C1332828|1557;CYP2C19 gene|CYP2C19;STIMULATES;C0028978;Omeprazole;13
C0017687|2641;Glucagon|GCG;STIMULATES;C0911014;ghrelin;9
C0027303;NADP;STIMULATES;C0016388;Flavin Mononucleotide;8
C0733470|3439;human leukocyte interferon|IFNA1;STIMULATES;C0021747;Interferons;13
C0017687|2641;Glucagon|GCG;STIMULATES;820;CAMP;63
C0003402;Antioxidants;STIMULATES;C0600388;Extracellular Signal Regulated Kinases;6
C0162772;Reactive Oxygen Species;STIMULATES;C0600388;Extracellular Signal Regulated Kinases;46
C0243192;agonists;STIMULATES;C0911014;ghrelin;8
C0037107;Silicon;STIMULATES;C0008260;Chlorophyll;6
C0002520;Amino Acids;STIMULATES;C0028158;Nitrogen;9
C0070099|5744;parathyroid hormone-related protein|PTHLH;STIMULATES;C0007634;Cells;15
C0022023;Ions;STIMULATES;C0025545;Metallothionein;33
C0079189;cytokine;STIMULATES;C0029418;Osteoblasts;23
C0079224;Dextran Sulfate;STIMULATES;C0033024;Prekallikrein;7
C0021758;Interleukin-4;STIMULATES;C0001280;Armed macrophage;23
C0072108;Proliferating Cell Nuclear Antigen;STIMULATES;1026|9338|27065|644914;CDKN1A|TCEAL1|NSG1|H3F3AP6;25
C0021439;Intra-Arterial Infusions;STIMULATES;C0232338;Blood flow;32
C0021641;Insulin;STIMULATES;C1367731|5599;MAPK8 gene|MAPK8;14
C0022023;Ions;STIMULATES;C0567415;Atom;20
C0003313;Antigen-Antibody Complex;STIMULATES;C0027950;neutrophil;100
C0020281;Hydrogen Peroxide;STIMULATES;C0600388;Extracellular Signal Regulated Kinases;24
C0208355;multicatalytic endopeptidase complex;STIMULATES;C0126732;I Kappa B-Alpha;8
C0030233;Palmitates;STIMULATES;C0041004;Triglycerides;15
C0030233;Palmitates;STIMULATES;C0162772;Reactive Oxygen Species;69
C0015840;Fenoterol;STIMULATES;C0034783;Adrenergic Receptor;9
C0034783;Adrenergic Receptor;STIMULATES;C0007634;Cells;16
C0003241;Antibodies;STIMULATES;C1367009|958;TNFRSF5 gene|CD40;13
C1519315;Signaling Molecule;STIMULATES;C0079904;NF-kappa B;34
C0013089;Doxorubicin;STIMULATES;C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;21
C0144576;Paclitaxel;STIMULATES;C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;17
C0079068|4609;c-myc Genes|MYC;STIMULATES;C0872076;Pluripotent Stem Cells;41
C0107103|627;Brain-Derived Neurotrophic Factor|BDNF;STIMULATES;C0031715;Phosphorylation;13
C0812303|2534;FYN gene|FYN;STIMULATES;C0031715;Phosphorylation;43
C0003242;Antibodies, Anti-Idiotypic;STIMULATES;C0042210;Vaccines;8
C0000097;1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine;STIMULATES;C0285890;alpha-Synuclein;11
C0080222|7040;TGFB1 protein, human|TGFB1;STIMULATES;C0040648;TRANSCRIPTION FACTOR;15
C0220839;Glutamate;STIMULATES;C0061467;Glutamate Transporter;14
C0027108;Myosin Light Chains;STIMULATES;C0812234|387;RHOA gene|RHOA;6
C1367307|6774;STAT3 gene|STAT3;STIMULATES;C0227525;Hepatocyte;6
C0039654;Tetradecanoylphorbol Acetate;STIMULATES;C0167627;CD40 Ligand;6
942;CD86;STIMULATES;9308;CD83;13
C0541746;Thiazides;STIMULATES;C0032821;Potassium;7
C0003313;Antigen-Antibody Complex;STIMULATES;C0004561;B-Lymphocytes;28
C1334862|4683|55655;NBS1 gene|NBN|NLRP2;STIMULATES;C0919524|472;ATM gene|ATM;19
C1448177|7124;TNF protein, human|TNF;STIMULATES;C0003762;ARGINASE;6
C1448177|7124;TNF protein, human|TNF;STIMULATES;C0085295|3586;Interleukin-10|IL10;8
C0037533;Sodium Nitroprusside;STIMULATES;C0162772;Reactive Oxygen Species;14
C0752348;Heterotrimeric GTP-Binding Proteins;STIMULATES;C0250416;phospholipase C beta;6
C0021665;Insulin-Like Growth Factor I;STIMULATES;C0752312;Mitogen-Activated Protein Kinases;102
C0040690;Transforming Growth Factor beta;STIMULATES;C0227651;Mesangial Cells;13
C0040690;Transforming Growth Factor beta;STIMULATES;C0033684;Proteins;88
C0040690;Transforming Growth Factor beta;STIMULATES;C1334470|4092;SMAD7 gene|SMAD7;50
C0040690;Transforming Growth Factor beta;STIMULATES;C1565860;prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase), human;9
C0040690;Transforming Growth Factor beta;STIMULATES;C0012472;Dinoprostone;17
23162;MAPK8IP3;STIMULATES;C1367731|5599;MAPK8 gene|MAPK8;6
C0351745;Tonics;STIMULATES;C0080093;N-Methyl-D-Aspartate Receptors;21
C0021760;Interleukin-6;STIMULATES;6646;SOAT1;14
C0040648;TRANSCRIPTION FACTOR;STIMULATES;C0085301|2353;Proto-Oncogene Proteins c-fos|FOS;15
C0040648;TRANSCRIPTION FACTOR;STIMULATES;C0056695|820;Cyclic AMP-Responsive DNA-Binding Protein|CAMP;6
C0040648;TRANSCRIPTION FACTOR;STIMULATES;C1367731|5599;MAPK8 gene|MAPK8;8
C0028128;Nitric Oxide;STIMULATES;C0006669;Calcitonin Gene-Related Peptide;6
C0079189;cytokine;STIMULATES;C0669365|4846;NOS3 protein, human|NOS3;158
C0699857;Nitrate;STIMULATES;C0028158;Nitrogen;18
C0007012;Carbon Dioxide;STIMULATES;C1333690|2821;GPI gene|GPI;14
C0021753;Interleukin-1 beta;STIMULATES;C0003242;Antibodies, Anti-Idiotypic;7
C1448177|7124;TNF protein, human|TNF;STIMULATES;C0003242;Antibodies, Anti-Idiotypic;8
C0037494;Sodium Chloride;STIMULATES;C0013227;Pharmaceutical Preparations;8
C0014563;Epinephrine;STIMULATES;C0023810;Lipopolysaccharides;10
820;CAMP;STIMULATES;C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;20
C0128897|6347;Monocyte Chemoattractant Protein-1|CCL2;STIMULATES;C0024432;macrophage;18
C0010654;Cysteine;STIMULATES;C0023775;Lipid Peroxidation;42
255738;PCSK9;STIMULATES;C0034821|3949;Low Density Lipoprotein Receptor|LDLR;11
C0031453;Phenylalanine;STIMULATES;C0007634;Cells;14
C1328819;small molecule;STIMULATES;C0017713|2645;Glucokinase|GCK;9
C1448177|7124;TNF protein, human|TNF;STIMULATES;C1332714|920;CD4 gene|CD4;15
C0002059;Alkaline Phosphatase;STIMULATES;C0017337;Genes;43
C0030095;Oxytocin;STIMULATES;C0007634;Cells;26
C1136240|6198;Ribosomal Protein S6 Kinases, 70-kDa|RPS6KB1;STIMULATES;C1307407|2475;FRAP1 protein, human|MTOR;14
C0005740;Bleomycin;STIMULATES;C0024432;macrophage;10
C0127082;Interstitial Collagenase;STIMULATES;C1272578;Skin fibroblast;8
C0023705;Lignin;STIMULATES;C0007648;Cellulose;24
C0062221;hemicellulose;STIMULATES;C0007648;Cellulose;12
C1171892|7422;VEGF protein, human|VEGFA;STIMULATES;C0063695;Intercellular adhesion molecule 1;20
C1171892|7422;VEGF protein, human|VEGFA;STIMULATES;C0387583;cyclooxygenase 2;23
C0014264;Endotoxins;STIMULATES;C0079904;NF-kappa B;38
C0002520;Amino Acids;STIMULATES;C0002607;Ammonia;7
C0007009;Carbon;STIMULATES;C0002607;Ammonia;6
C0028158;Nitrogen;STIMULATES;C0002607;Ammonia;10
C0012203;Diethylstilbestrol;STIMULATES;C0014939;Estrogens;11
C0079189;cytokine;STIMULATES;C1564907;Receptors, Pattern Recognition;15
C0032594;Polysaccharides;STIMULATES;C0009498;Complement System Proteins;15
C0003316;Epitopes;STIMULATES;C1367471|926;CD8B1 gene|CD8B;50
C0162772;Reactive Oxygen Species;STIMULATES;C0812198|581;BAX gene|BAX;47
C0042878;Vitamin K;STIMULATES;C0065752;matrix Gla protein;27
C0042878;Vitamin K;STIMULATES;C0079323;Extracellular Matrix Proteins;6
C0013030;Dopamine;STIMULATES;C0028040;Nicotine;10
C0021641;Insulin;STIMULATES;C0378073;GLP-1 receptor;34
C0071097;pioglitazone;STIMULATES;C0600434;Peroxisome Proliferators;7
4137;MAPT;STIMULATES;C0752312;Mitogen-Activated Protein Kinases;9
C0001060;Acetylmuramyl-Alanyl-Isoglutamine;STIMULATES;C0079904;NF-kappa B;21
C0120465;Guanine Nucleotide Exchange Factors;STIMULATES;C0812234|387;RHOA gene|RHOA;53
C0003521;Apamin;STIMULATES;C0027882;Neurons;8
C0014939;Estrogens;STIMULATES;C0028128;Nitric Oxide;59
C0017337;Genes;STIMULATES;C1321301;Peripheral blood mononuclear cell;19
C0039601;Testosterone;STIMULATES;C0040648;TRANSCRIPTION FACTOR;6
C0021760;Interleukin-6;STIMULATES;C0919336;MMP;11
C0042866;Vitamin D;STIMULATES;C0020364;Mixed Function Oxygenases;9
C0061355|55213|79813|342096;Glucagon-Like Peptide 1|RCBTB1|EHMT1|GOLGA6A;STIMULATES;C0021641|3630;Insulin|INS;7
760;CA2;STIMULATES;C0029045;Oocytes;33
C1336602|7010;TEK gene|TEK;STIMULATES;C0669365|4846;NOS3 protein, human|NOS3;6
C0027270;Nicotinamide adenine dinucleotide (NAD);STIMULATES;760;CA2;12
4137;MAPT;STIMULATES;C1327332;hyperphosphorylation;9
C0016055;Fibronectins;STIMULATES;C1367790|6606;Small Nuclear Ribonucleoprotein Polypeptide F|SMN1;7
C0039654;Tetradecanoylphorbol Acetate;STIMULATES;C0068355;NADPH Oxidase;39
79923;NANOG;STIMULATES;C0872076;Pluripotent Stem Cells;25
C0023810;Lipopolysaccharides;STIMULATES;C0024075;Luciferases;52
C0013227;Pharmaceutical Preparations;STIMULATES;C0597049;Neurohormones;19
C0243192;agonists;STIMULATES;C0670896;Toll-like receptors;38
C0085151;Amyloid beta-Protein Precursor;STIMULATES;C0007634;Cells;16
C0031671;Phospholipase;STIMULATES;C0003695;Arachidonic Acid;6
C1515406;Recombinant Transforming Growth Factor-Beta 1;STIMULATES;C0031715;Phosphorylation;26
C1513016;Matrix Metalloproteinase Inhibitor;STIMULATES;C0172537;Gelatinase A;7
C1515406;Recombinant Transforming Growth Factor-Beta 1;STIMULATES;C1334468|4087;SMAD2 gene|SMAD2;9
C0076611;thymoquinone;STIMULATES;C0162772;Reactive Oxygen Species;10
C1579259;polo-like kinase 1;STIMULATES;C0031715;Phosphorylation;21
C1364818;APP gene;STIMULATES;C1159825;caspase activation;7
C0017725;Glucose;STIMULATES;C0014442;Enzymes;35
C0042736;Viral Proteins;STIMULATES;C0282554;chemokine;7
C0242275|1950;Epidermal Growth Factor|EGF;STIMULATES;C0034802;Epidermal Growth Factor Receptor;6
C0021753;Interleukin-1 beta;STIMULATES;C0127082;Interstitial Collagenase;92
C0167627|959;CD40 Ligand|CD40LG;STIMULATES;C0024432;macrophage;10
C0812303|2534;FYN gene|FYN;STIMULATES;C0031727;Phosphotransferases;14
C0040690;Transforming Growth Factor beta;STIMULATES;C1571580;Smad Proteins;14
C0022942;Lactoferrin;STIMULATES;C0079189;cytokine;6
C0051468;alpha-tocopherol phosphate;STIMULATES;C1171892|7422;VEGF protein, human|VEGFA;8
C0162772;Reactive Oxygen Species;STIMULATES;C0010754;Cytochromes c';12
C0022942;Lactoferrin;STIMULATES;C0079904;NF-kappa B;7
C0162772;Reactive Oxygen Species;STIMULATES;C0910167;caspase-9;34
C0003241;Antibodies;STIMULATES;C0031715;Phosphorylation;61
C0021760;Interleukin-6;STIMULATES;C0079281;Endothelin-1;10
C0597357;receptor;STIMULATES;C0021747;Interferons;17
C0021760;Interleukin-6;STIMULATES;C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;34
C0243192;agonists;STIMULATES;C0085940|2353;FOS gene|FOS;49
C0027270;Nicotinamide adenine dinucleotide (NAD);STIMULATES;C0043316|7498;Xanthine Dehydrogenase|XDH;6
C0016745;Fructose;STIMULATES;C0017932;Glycogen (Starch) Synthase;7
C0080222|7040;TGFB1 protein, human|TGFB1;STIMULATES;54808;DYM;6
C0043481;Zinc;STIMULATES;C0014442;Enzymes;198
1855|8215;DVL1|DVL1P1;STIMULATES;C0105770;beta catenin;6
C0074414;sevoflurane;STIMULATES;C0016904;gamma-Aminobutyric Acid;9
C0018549;Halothane;STIMULATES;C0016904;gamma-Aminobutyric Acid;9
C0055432;chlorophyll b;STIMULATES;C0008260;Chlorophyll;6
C0021641;Insulin;STIMULATES;C0299583|3952;Leptin|LEP;125
C0079633;Interleukin-8;STIMULATES;C0085295;Interleukin-10;42
C0054594;cannabinoid receptor;STIMULATES;C0006864;Cannabinoids;17
C1335204|5170;PDPK1 gene|PDPK1;STIMULATES;C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;21
C0214743;Interleukin-13;STIMULATES;C0007634;Cells;46
C0021641|3630;Insulin|INS;STIMULATES;C1136240;Ribosomal Protein S6 Kinases, 70-kDa;15
C0007090;Carcinogens;STIMULATES;C0031727;Phosphotransferases;24
C1328819;small molecule;STIMULATES;2551|4780;GABPA|NFE2L2;14
C0003009;Angiotensin II;STIMULATES;C0029904;Ouabain;11
C0003009;Angiotensin II;STIMULATES;7225;TRPC6;7
C0034802;Epidermal Growth Factor Receptor;STIMULATES;C0031715;Phosphorylation;22
C0017337;Genes;STIMULATES;C0021747;Interferons;17
C0045093;gemcitabine;STIMULATES;C0066503;Mica;6
C0021665;Insulin-Like Growth Factor I;STIMULATES;C0598958;Neuroprotection;13
51761;ATP8A2;STIMULATES;C0033640;PROTEIN KINASE;7
C0003241;Antibodies;STIMULATES;C0079904;NF-kappa B;23
C0021757;Interleukin-3;STIMULATES;C0887899;Myeloid Cells;71
51761;ATP8A2;STIMULATES;C0028128;Nitric Oxide;13
51761;ATP8A2;STIMULATES;C0033567;Epoprostenol;9
C0022023;Ions;STIMULATES;C0003075;Anions;18
C0085295;Interleukin-10;STIMULATES;C1456820|7124;Tumor Necrosis Factor-alpha|TNF;28
C0253023|356;Tumor Necrosis Factor Ligand Superfamily Member 6|FASLG;STIMULATES;C0031715;Phosphorylation;6
C0253023|356;Tumor Necrosis Factor Ligand Superfamily Member 6|FASLG;STIMULATES;C1159825;caspase activation;8
C0246681;platelet-derived growth factor BB;STIMULATES;C0227531;Ito cell;28
C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;STIMULATES;C1518440;Nuclear Translocation;23
C0030015;Oxides;STIMULATES;C0162772;Reactive Oxygen Species;18
C0080222|7040;TGFB1 protein, human|TGFB1;STIMULATES;C1120843|1398|1432|5594|7965|9402|10598|26073;mitogen-activated protein kinase p38|CRK|MAPK14|MAPK1|AIMP2|GRAP2|AHSA1|POLDIP2;15
5295|5296|8874|9139|23368|54776;PIK3R1|PIK3R2|ARHGEF7|CBFA2T2|PPP1R13B|PPP1R12C;STIMULATES;C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;14
C0812307|4067;LYN gene|LYN;STIMULATES;C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;6
C0020960;Immune Sera;STIMULATES;C0076067;teleocalcin;7
C0020223;Hydralazine;STIMULATES;C0103647;Antineutrophil Cytoplasmic Antibodies;6
C0162772;Reactive Oxygen Species;STIMULATES;C1101610;MicroRNAs;8
C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;STIMULATES;C0007090;Carcinogens;10
C0021641;Insulin;STIMULATES;C0166417;PPAR gamma;26
C0043481;Zinc;STIMULATES;C0012854;DNA;6
C0599933|5970|6857|64689|65125;p65|RELA|SYT1|GORASP1|WNK1;STIMULATES;C0079419|7157;TP53 gene|TP53;8
C0010592;Cyclosporine;STIMULATES;C0035100|5972;Chymosin|REN;6
C1515075;Supplementation;STIMULATES;C0043240;Wound Healing;34
C0036079;Salicylic Acid;STIMULATES;C0027021;Peroxidase;8
C0036079;Salicylic Acid;STIMULATES;C0038838;Superoxide Dismutase;7
C0242275|1950;Epidermal Growth Factor|EGF;STIMULATES;C0387583;cyclooxygenase 2;48
C0000843;Abscisic Acid;STIMULATES;C0033382;Proline;19
C0041236;TRYPSIN;STIMULATES;C0008746;Chymotrypsinogen;11
C1565860;prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase), human;STIMULATES;C0012472;Dinoprostone;24
C0174680|595;Cyclin D1|CCND1;STIMULATES;C0031715;Phosphorylation;16
C0027358;Naloxone;STIMULATES;C0066908;Receptors, Opioid, mu;19
C0001962;Ethanol;STIMULATES;C0014898;Esters;9
64805;P2RY12;STIMULATES;C0005821;Blood Platelets;14
